gauge_id,cwc_lat,cwc_lon,ghi_lat,ghi_lon,elev_mean,elev_median,elev_min,elev_max,slope_mean,slope_median,slope_min,slope_max,cwc_area,ghi_area,gauge_elevation,dpsbar
12038,22.7658,80.6233,22.76457,80.62293,694.2966547,678.0,450,1009,8.371609979,5.597340107,0.0,70.115448,3919.0,3997.6,452,8.18004853
12043,23.3111,79.6619,23.31043,79.6604,430.1179203,409.0,345,749,3.858815518,1.789019108,0.0,91.25751495,3950.0,4087.6,353,3.435653362
12044,21.9433,74.7447,21.94375,74.74378,452.0392242,438.0,192,994,7.550955348,4.77444315,0.0,79.62419128,2151.0,1668.2,194,9.135939804
12046,22.9158,78.3475,22.91875,78.34791,551.2474729,532.0,292,1208,6.003507014,3.244438887,0.0,96.17334747,33953.0,32917.6,302,5.980384278
13004,21.2994,76.235,21.29791,76.23125,511.2784491,491.0,214,1163,8.215898591,5.095128536,0.0,102.0978165,8487.0,9069.7,221,8.544531845
13006,21.5131,76.7572,21.5146,76.75626,559.3646835,548.0,270,1163,8.612230327,5.651085854,0.0,102.0978165,6660.0,6806.2,285,9.168334696
13007,21.2972,73.0253,21.29792,73.02292,379.2178545,333.0,1,1556,5.176563504,1.968824387,0.0,164.6210938,63325.0,63924.9,7,6.053331111
13008,21.2947,74.8092,21.29374,74.81041,410.2085489,355.0,117,1556,5.148235148,1.941541433,0.0,164.6210938,54750.0,52339.3,123,5.884861645
13010,20.8742,76.9914,20.87291,76.99375,398.1531254,341.0,240,1162,3.661984442,1.359863758,0.0,121.0914764,9500.0,8181.6,249,4.679410367
13012,20.8475,77.3606,20.84791,77.36053,408.7186131,343.0,264,1136,3.440426187,1.333456159,0.0,99.01861572,3560.0,3613.7,264,4.233577126
13013,20.9094,74.7133,20.91042,74.71454,509.1781164,507.0,265,1201,6.223757045,2.700042963,0.0,114.3556595,1933.0,1921.8,267,7.031919359
13016,21.4283,74.5272,21.4271,74.52706,402.7606491,349.0,100,1556,5.042249276,1.941541433,0.0,164.6210938,58400.0,55841.7,107,5.898194079
13017,21.1481,75.2408,21.14792,75.23943,418.4960819,359.0,130,1556,5.276920547,1.968824387,0.0,164.6210938,48136.0,44607.0,142,5.961166499
13025,20.9358,76.4756,20.93543,76.47709,384.4972704,335.0,215,1162,3.8602269,1.436176181,0.0,121.0914764,16517.0,15995.9,223,4.748584171
14001,19.1622,73.2544,19.16042,73.25624,220.3222799,114.0,4,1096,14.38822241,6.279997826,0.0,199.2953644,785.0,973.1,9,19.87085537
14003,19.7125,72.9306,19.71457,72.93125,236.6053879,164.0,-13,1226,10.74938428,6.016828537,0.0,146.7279358,2019.0,2039.6,1,13.11557345
14004,20.8569,72.9836,20.85625,72.98123,295.4921763,271.0,1,1116,11.91402325,7.64152956,0.0,104.7578964,1510.0,1526.1,5,9.797511354
14005,15.4711,74.1,15.47291,74.0979,387.6009154,289.0,4,1020,17.25287672,13.20188904,0.0,154.5385284,880.0,878.9,4,31.42030988
14008,21.0156,73.1394,21.01459,73.13957,308.2101891,295.0,9,1440,9.688818712,5.855072021,0.0,128.8448486,1995.0,1749.5,13,9.24112021
14009,18.2317,73.2833,18.23122,73.28122,187.8867631,92.0,5,1053,14.29251479,5.990172386,0.0,188.3014832,259.0,292.3,7,24.49157594
14011,18.5192,73.1564,18.51875,73.15627,191.3351397,118.0,6,1008,16.1894419,11.21372414,0.0,189.020874,420.0,447.6,9,24.93098787
14012,20.2033,73.2811,20.20206,73.28123,430.3264143,421.0,96,903,15.43037401,11.69799042,0.0,78.98969269,764.0,763.1,99,20.6392592
14014,20.1111,73.2647,20.11042,73.26452,399.2818217,388.0,80,1218,16.29858886,13.2059288,0.0,146.7279358,640.0,677.5,98,24.73087087
14015,18.7367,73.1108,18.7354,73.11033,180.5682728,177.0,10,560,14.75360609,13.09233952,0.0,65.25084686,125.0,125.7,14,32.72217709
15001,12.9289,74.9539,12.93124,74.95211,186.5246485,104.0,2,1880,10.24535598,6.037479401,0.0,138.7061005,688.0,718.7,8,19.93988699
15003,10.6303,76.9461,10.63128,76.94792,670.3725341,384.0,223,2504,17.42716162,4.561121941,0.0,225.5987854,950.0,950.0,228,37.07785677
15005,10.2814,76.3153,10.28124,76.31458,699.1831903,699.0,-5,2315,21.29511151,17.73546791,0.0,201.0261993,1342.0,1341.5,1,26.83593886
15006,13.5214,74.88,13.51876,74.88124,317.8739792,163.0,17,1149,16.80584481,9.194081306,0.0,192.7683258,253.0,299.6,18,41.825305
15007,8.715,76.85,8.71458,76.84792,193.109308,114.0,11,1592,13.59750443,9.459083557,0.0,123.5469971,540.0,555.8,20,12.02645961
15008,12.8808,75.0411,12.88125,75.04375,360.950961,163.0,5,1713,16.17258581,10.32374096,0.0,212.0102997,3184.0,3295.4,9,25.3623541
15009,12.4792,75.1472,12.48125,75.14787,299.4820565,192.0,15,1459,18.83912565,15.51629639,0.0,110.4863129,957.0,912.0,22,21.97568917
15010,13.5817,74.8578,13.58126,74.85625,346.8098047,261.0,7,958,12.51969815,8.475580215,0.0,135.6880493,583.0,566.4,12,15.24628739
15011,9.9906,76.6322,9.98959,76.63124,243.4098557,74.0,14,1170,16.68468226,9.364622116,0.0,146.4047394,405.0,386.0,20,18.48594676
15012,9.4036,76.6503,9.40209,76.65205,195.739668,106.0,4,1395,16.59830917,11.35396957,0.0,146.9922333,731.0,732.6,14,17.79131475
15013,11.0569,76.0394,11.05623,76.03958,117.5202999,67.0,9,1316,12.05655365,7.414783478,0.0,181.6793671,750.0,793.8,30,5.78783182
15014,9.6756,76.6056,9.67708,76.60626,183.4731835,85.0,4,1182,17.57656285,11.22956944,0.0,147.8312836,615.0,618.5,15,14.78241399
15016,10.85,76.02,10.85208,76.02291,289.7702171,148.0,-14,2504,11.35261467,4.561121941,0.0,314.5357056,5755.0,5866.6,-1,14.93161714
15017,11.2394,76.0233,11.23958,76.02291,592.0949909,391.0,1,2573,23.06915099,16.20135498,0.0,385.3076477,1876.0,2038.3,8,43.14842597
15018,8.3053,77.1856,8.30211,77.18543,377.9938847,137.0,3,1814,20.74745204,12.6474638,0.0,187.8454895,841.0,738.7,19,20.45796864
15019,9.3325,76.6631,9.33125,76.66445,545.7645844,418.0,-5,1916,25.43830007,22.45913887,0.0,198.2795868,1713.0,1649.9,15,27.64684646
15020,10.7611,76.4861,10.76041,76.48541,409.500358,305.0,34,2504,10.66386458,3.341631413,0.0,314.5357056,2775.0,2805.2,44,17.85669607
15021,10.1833,76.5,10.18124,76.50207,930.3305561,936.0,-2,2674,24.41456426,20.81302452,0.0,315.9709778,4234.0,4150.4,19,32.86010143
15022,9.0728,76.7611,9.07292,76.76041,286.1688706,161.0,6,1756,19.79939348,14.37661171,0.0,133.4642334,1210.0,1220.6,16,16.60288489
15023,11.9814,75.5875,11.98125,75.58957,488.1095486,429.0,9,1584,19.94248391,14.22367096,0.0,142.3772736,1070.0,1068.8,16,39.43025856
15024,10.8992,76.1972,10.89795,76.19802,308.1769581,90.0,9,2355,17.29935432,8.608798981,0.0,258.1731567,940.0,923.1,20,20.21637047
15026,9.845,76.4667,9.84792,76.46873,149.613183,57.0,-3,1170,13.28377773,7.697172642,0.0,151.4674683,1208.0,1482.2,11,11.18384028
15030,9.2325,76.7147,9.21466,76.7146,310.9129708,178.0,10,1881,22.97927589,19.60135078,0.0,144.3468628,810.0,838.7,30,17.16184426
15031,9.5733,77.0908,9.57291,77.08958,1131.998969,1091.0,800,1972,24.33333,22.27231026,0.0,123.0468674,712.0,711.5,800,17.51475667
15032,13.2942,74.9806,13.29791,74.98123,220.561655,102.0,21,1217,12.58078985,6.245929241,0.0,133.7410583,327.0,356.9,26,29.17779226
16001,17.7,82.9953,17.69795,82.99377,377.043807,146.0,21,1631,17.33899552,9.541435242,0.0,131.6121826,2090.0,2117.9,29,21.13758673
16004,19.0833,83.8056,19.08122,83.80617,495.5274419,477.0,79,1507,20.18238722,16.44427681,0.0,162.2540588,6740.0,6998.7,82,14.82381498
16007,18.8483,83.8731,18.8479,83.87293,468.2018139,443.0,50,1507,19.53706214,15.23878384,0.0,162.2540588,7820.0,7987.0,59,14.41280606
16012,19.5167,84.8833,19.51459,84.88541,260.2843535,154.0,8,1308,13.08224723,4.402425289,0.0,126.9608536,7112.0,7055.4,13,11.85241808
16014,18.3133,83.8842,18.31459,83.88541,410.0957798,337.0,-1,1614,16.47905634,8.029576302,0.0,160.7160492,9500.0,9118.9,13,15.56368566
17001,9.9256,77.5117,9.92708,77.51042,677.2088856,568.0,301,1958,23.19914311,18.85508919,0.0,145.6485748,850.0,716.0,307,14.80153763
17003,12.6842,78.5394,12.68125,78.53958,800.3207691,823.0,367,1328,3.591742796,2.270793915,0.0,100.8205719,3300.0,3206.6,371,5.308713467
17005,12.65,79.9472,12.65208,79.9479,470.1823048,429.0,23,1356,6.372543983,2.301902294,0.0,146.3772888,16230.0,16403.0,25,6.711468804
17006,12.555,78.1386,12.55626,78.13959,847.4609233,882.0,492,1472,3.675224311,2.564954042,0.0,114.0211792,4620.0,5138.0,498,4.298163758
17007,9.3239,77.9903,9.3271,77.98961,214.5326674,133.0,47,1987,7.372350693,1.147082329,0.0,221.4508209,3721.0,3901.7,49,5.338756644
17009,11.4222,79.4722,11.42292,79.47292,262.8652035,151.0,10,1410,7.784869271,1.52037394,0.0,153.1389465,7890.0,7215.9,19,7.564361604
17011,8.7144,77.835,8.71458,77.83541,235.118784,119.0,13,1847,8.136078601,1.359863758,0.0,178.4207153,4380.0,4734.6,21,12.46449688
17012,13.9472,79.8972,13.94792,79.89793,272.3501563,191.0,20,1144,11.742756,2.803431034,0.0,162.5339203,2650.0,2427.3,22,8.396174627
17015,9.5531,78.5861,9.55209,78.58958,477.1380462,334.0,37,2650,14.35882416,2.828687668,0.0,359.2239685,6796.0,5820.4,41,15.40123749
17019,10.0011,77.485,10.00207,77.48549,693.1156624,462.0,285,2650,19.86151914,4.906683922,0.0,337.8467407,1200.0,1364.1,290,25.72080308
17022,12.0658,78.9781,12.06457,78.97721,638.2511582,640.0,133,1632,6.186060156,2.480371714,0.0,114.909111,10780.0,11656.4,133,6.073428865
17024,11.8706,79.4594,11.87291,79.46048,573.0516643,526.0,41,1632,5.739579971,2.294164658,0.0,124.1236343,12900.0,13454.6,45,5.63563857
