gauge_id,q_mean,runoff_ratio,streamflow_elas,slope_fdc,bfi,q_cv,q_10,q_25,q_50,q_75,q_90,q_zero,q_low_days,freq_q_low,q_high_days,freq_q_high,annual_q,mean_anum_flow,cen_time,gini_flow,annual_max_1day,annual_max_3day,annual_max_7day,annual_max_30day,annual_max_90day,annual_min_7day,month_1day_max,month_1day_min,doy_min_flow,doy_max_flow,doy_min_flow_7,doy_max_flow_7,mean_jan_flow,mean_feb_flow,mean_mar_flow,mean_apr_flow,mean_may_flow,mean_jun_flow,mean_jul_flow,mean_aug_flow,mean_sep_flow,mean_oct_flow,mean_nov_flow,mean_dec_flow,cv_jan_flow,cv_feb_flow,cv_mar_flow,cv_apr_flow,cv_may_flow,cv_jun_flow,cv_jul_flow,cv_aug_flow,cv_sep_flow,cv_oct_flow,cv_nov_flow,cv_dec_flow,mean_swmn_flow,mean_atmn_flow,mean_wint_flow,mean_sumr_flow,q_mean_swmn,q_5_swmn,q_25_swmn,q_50_swmn,q_75_swmn,q_95_swmn,rise_rate_mean,rise_rate_median,rise_days,fall_rate_mean,fall_rate_median,fall_days,num_hyd_alt
4032,2.017,0.665,1.55,3.264,0.391,569.1,0.0,0.0,0.0,1.086,3.645,172.15,114.767,172.15,7.545,18.444,2102.345,1871.354,222.4,0.811,786.441,742.878,650.167,362.62,202.423,0.028,7,1,10.257,218.857,11.8,219.143,1.94,0.679,0.13,0.467,3.817,96.572,635.276,671.917,247.2,179.718,58.566,13.094,553.11,,,,1500.32,188.93,107.82,360.98,297.34,119.14,208.29,363.72,1640.507,238.284,14.129,2.817,4.237,0.0,0.425,1.442,3.797,13.187,41.971,17.6,53.55,-21.923,-8.46,103.1,45.55
4038,0.393,0.166,1.262,12.48,0.229,454.28,0.0,0.0,0.0,0.028,0.647,225.5,38.22,225.5,4.022,24.4,3203.895,4567.73,232.829,0.883,2860.976,2432.334,1793.717,864.206,455.227,0.0,07-08-2010,1,39.314,238.029,46.943,236.029,27.339,16.602,26.99,18.081,21.844,132.326,1054.645,1655.951,1024.372,480.513,70.792,38.703,405.14,388.34,367.3,472.73,338.96,591.98,333.78,263.19,198.46,243.36,467.43,431.14,3867.295,551.305,82.644,63.737,0.959,0.0,0.0,0.007,0.473,5.255,183.361,29.9,52.55,-113.295,-12.92,85.05,52.05
4039,0.225,0.126,,,,311.94,0.0,0.0,0.04,0.205,0.361,,,,,,241.668,247.444,,,,,,,,,,,,,,,13.012,7.692,3.383,1.697,3.405,26.634,11.89,18.67,54.69,67.609,21.533,17.227,95.97,139.95,201.66,904.74,605.3,309.12,296.6,227.91,231.32,189.59,214.64,75.96,111.884,89.142,37.932,8.486,0.298,0.0,0.0,0.065,0.236,1.542,,,,,,,
4040,0.427,0.158,,,,302.44,0.027,0.062,0.128,0.236,0.714,,,,,,5226.06,5102.639,,,,,,,,,,,,,,,155.718,162.247,195.356,121.611,47.931,55.512,553.387,1874.383,892.786,622.585,306.869,114.254,48.21,50.85,48.84,61.21,62.03,202.54,334.93,132.82,155.59,162.69,564.94,78.28,3376.067,929.454,432.219,364.898,0.797,0.017,0.031,0.105,0.543,4.171,,,,,,,
4041,0.358,0.14,,,,249.67,0.0,0.031,0.153,0.412,0.729,17.588,12.737,93.938,3.202,21.5,325.529,401.523,,,245.242,175.445,111.318,48.837,30.775,0.865,9,8,,,,,14.305,12.175,14.413,11.921,9.645,8.658,30.927,73.151,80.014,83.128,40.752,22.748,112.06,100.43,108.38,116.75,87.04,138.27,242.21,285.07,212.42,167.92,98.1,86.23,192.75,123.88,49.227,36.027,0.433,0.0,0.022,0.104,0.388,1.631,5.392,0.73,118.1,-4.063,-0.81,156.85,152.118
4044,1.895,0.466,0.689,,0.28,338.09,0.0,0.0,0.0,0.794,5.375,244.579,98.872,244.579,3.607,16.895,1358.098,1398.35,146.143,0.89,1409.965,942.388,622.98,297.604,156.555,0.0,7,1,1.0,143.971,1.0,145.257,0.0,0.0,0.0,0.0,0.0,38.754,492.34,574.374,210.963,75.262,6.656,0.0,,,,,,417.89,187.15,159.65,167.25,375.01,403.61,,1316.433,81.918,0.0,0.0,4.53,0.0,0.0,1.453,5.252,17.542,103.309,25.0,31.45,-56.902,-14.795,57.1,36.842
4047,4.7,1.607,0.824,3.941,0.35,2611.12,0.0,0.0,0.0,2.488,8.513,231.579,141.935,231.579,6.56,18.222,3996.636,2570.279,186.657,0.848,1082.388,1030.261,891.562,506.103,281.374,0.0,7,1,1.0,179.771,1.0,181.143,0.0,0.0,0.0,0.009,0.188,154.388,970.863,1026.255,289.452,120.398,8.726,0.0,,,,,,225.12,1352.54,103.25,112.01,169.22,321.66,,2440.958,129.124,0.0,0.197,12.958,0.0,1.178,3.856,9.734,31.468,67.088,33.92,39.4,-38.504,-14.89,68.65,34.667
4048,4.297,1.346,1.188,3.389,0.344,252.16,0.0,0.0,0.0,3.382,12.464,220.7,147.133,220.7,5.689,17.35,2839.804,2995.946,218.086,0.851,1401.018,1307.843,1083.711,609.228,338.863,0.0,7,1,1.0,213.0,1.0,217.571,0.0,0.0,0.0,0.05,0.86,191.946,1083.99,1194.671,379.506,137.372,7.393,0.158,,,,2449.49,597.17,247.35,116.64,110.9,129.78,192.96,638.76,,2850.113,144.765,0.158,0.91,10.526,0.0,1.391,4.625,12.679,43.978,81.551,33.0,48.55,-50.891,-16.385,77.8,39.3
4049,0.457,0.22,1.553,,0.218,415.54,0.0,0.0,0.0,0.0,0.888,262.158,87.386,262.158,3.424,22.6,1171.782,1263.452,208.686,0.911,1029.926,757.545,538.547,277.867,143.624,0.0,8,1,14.314,203.114,17.114,209.629,8.518,4.363,1.941,0.691,8.096,38.47,276.538,430.619,290.359,161.87,26.313,15.674,444.74,,2611.51,,1985.88,769.54,285.8,194.49,186.54,251.89,345.1,533.68,1035.986,188.183,28.554,10.728,1.151,0.0,0.0,0.0,0.789,5.89,114.626,25.03,30.25,-59.425,-9.19,58.35,38.368
4050,21.68,3.311,0.818,2.598,0.45,723.93,0.007,0.058,0.791,5.95,19.809,30.5,13.145,90.7,3.694,18.1,5427.817,5255.433,218.886,0.771,2462.84,2009.448,1577.425,883.609,558.717,0.643,7,4,93.657,208.0,99.171,215.286,22.563,8.301,7.201,5.246,8.948,487.381,1779.843,1787.176,629.13,315.085,145.997,73.73,108.75,109.51,560.08,243.05,428.14,199.91,439.81,440.26,385.82,439.98,359.03,410.21,4689.489,461.081,104.595,21.835,47.153,0.0,4.046,9.383,20.343,75.25,75.242,3.31,121.3,-45.607,-3.04,200.05,123.1
4051,0.096,0.064,,,,804.6,0.0,0.0,0.0,0.0,0.035,310.824,91.103,310.824,5.808,18.875,21.907,29.271,,,29.452,17.626,12.917,5.831,3.943,0.0,10,1,,,,,0.175,0.053,0.013,0.0,0.0,1.374,0.947,1.147,11.561,11.553,1.813,0.719,790.82,,,,,775.01,703.7,931.4,366.27,322.04,235.45,367.72,12.861,13.366,0.946,0.013,0.095,0.0,0.0,0.0,0.0,0.349,5.975,0.685,10.9,-2.589,-0.3,25.15,14.375
4054,0.267,0.128,0.898,6.161,0.358,455.57,0.0,0.0,0.0,0.005,0.432,244.6,99.837,244.6,5.545,22.875,3283.968,5017.164,275.6,0.767,3017.088,2570.696,1931.645,941.678,504.19,0.068,10,1,73.571,265.257,83.371,275.429,24.866,12.359,8.472,5.018,16.053,134.356,971.401,1701.162,1272.429,716.507,106.546,47.994,238.4,515.85,567.73,547.52,835.63,677.38,377.92,259.81,169.26,257.5,285.92,339.24,4079.349,823.053,85.22,29.543,0.646,0.0,0.0,0.0,0.369,3.281,182.809,25.0,45.05,-115.999,-16.32,71.0,42.6
4055,0.269,0.174,1.072,10.469,0.262,471.52,0.0,0.0,0.0,0.068,0.291,,,,,,236.485,242.875,234.971,0.882,,,,,,,,,37.029,236.971,48.314,238.714,0.836,0.367,0.177,0.121,5.484,15.852,12.182,23.501,73.481,99.815,8.844,2.216,203.56,270.77,283.57,579.8,510.69,474.13,358.05,503.07,230.13,271.24,340.04,163.03,125.016,108.659,3.419,5.782,0.405,0.0,0.0,0.021,0.115,2.253,,,,,,,
4056,5.394,1.22,0.866,,0.144,243.28,0.0,0.0,0.0,3.888,17.273,218.3,132.303,218.3,7.4,18.5,4412.735,4234.555,105.2,0.917,1746.911,1670.0,1503.08,888.684,506.899,0.0,7,1,8.086,101.971,8.771,106.171,0.131,0.232,0.149,0.143,0.059,244.783,1565.917,1760.402,504.042,156.862,1.729,0.108,,,,,,192.99,90.55,97.98,130.95,184.73,636.58,,4075.143,158.59,0.471,0.351,14.446,0.0,2.072,7.739,19.17,53.553,100.618,52.17,44.65,-67.004,-28.91,67.05,34.444
4057,0.097,0.06,-0.288,4.018,0.34,346.54,0.0,0.0,0.019,0.078,0.184,80.3,21.39,86.684,3.463,16.45,703.942,805.267,219.429,0.861,908.273,611.082,371.553,159.377,89.474,0.174,10,3,1.0,210.971,1.171,214.857,26.934,12.865,5.756,3.557,15.324,30.58,28.337,64.329,212.861,247.77,100.764,56.189,75.26,103.66,196.99,284.04,603.85,396.45,792.72,337.85,219.86,205.49,160.4,75.88,336.107,348.534,95.989,24.638,0.105,0.0,0.0,0.011,0.062,0.443,27.534,1.63,88.35,-16.053,-1.46,151.1,98.2
4060,,,2.365,8.894,0.357,,,,,,,,,,,,,,223.457,0.73,,,,,,,,,157.714,225.486,165.0,233.829,,,,,,,,,,,,,,,,,,,343.79,349.26,308.53,323.0,,744.22,,,,,0.03,0.0,0.0,0.0,0.0,0.062,,,,,,,
4061,0.113,0.06,3.185,,0.259,539.37,0.0,0.0,0.0,0.0,0.166,259.65,48.991,259.65,4.753,21.529,499.777,828.223,258.0,0.9,528.787,382.637,267.619,129.68,79.428,0.0,9,1,14.314,253.457,16.543,258.086,5.859,3.463,1.587,1.315,7.504,41.481,55.643,113.72,343.675,199.937,41.133,12.906,387.11,477.32,664.07,490.71,508.03,465.5,320.63,414.33,254.05,287.0,341.59,311.75,554.518,241.071,22.228,10.406,0.215,0.0,0.0,0.0,0.094,1.039,43.096,5.935,39.9,-24.642,-3.66,69.75,40.15
4062,0.201,0.096,2.48,2.239,0.483,305.41,0.006,0.024,0.077,0.153,0.289,0.0,9.876,91.35,6.421,22.875,17689.576,25050.33,245.943,0.559,9938.203,8950.075,7370.715,3486.448,2016.807,45.953,10,6,157.971,258.086,151.514,259.086,968.525,607.367,706.167,513.762,287.901,425.132,2253.024,7127.338,5496.635,4624.013,1287.619,752.848,455.05,83.17,79.8,92.57,112.22,132.0,313.9,211.17,156.29,232.87,84.79,331.85,15302.129,5911.632,2328.739,1507.83,0.319,0.0,0.013,0.081,0.21,1.788,194.757,34.44,170.35,-171.947,-31.34,193.05,192.6
4063,4.158,1.01,1.291,3.222,0.341,274.66,0.0,0.0,1.207,3.015,8.929,35.3,6.0,91.5,5.304,18.3,2908.846,2780.663,214.657,0.725,1691.753,1367.999,1015.716,558.333,307.476,0.879,7,1,34.829,213.314,92.2,217.629,48.348,51.628,61.7,64.248,58.476,160.439,815.287,958.323,371.379,112.446,37.66,40.73,122.79,116.34,115.92,112.05,116.19,238.3,134.84,145.06,192.53,203.48,143.93,124.13,2305.427,150.105,140.705,184.425,10.237,0.0,0.959,3.973,10.77,44.491,50.159,7.7,121.6,-29.957,-5.17,203.7,123.35
4064,0.22,0.11,2.396,4.901,0.366,338.09,0.0,0.0,0.007,0.104,0.512,115.9,77.267,122.0,5.382,20.333,5628.2,8172.553,251.686,0.799,3751.972,3333.114,2634.535,1355.194,803.685,0.344,08-Oct,1,78.457,251.114,82.714,257.486,53.367,29.304,21.977,7.767,32.344,257.952,1045.647,2254.655,2289.596,1720.496,337.178,122.27,162.07,295.95,736.27,415.94,631.21,392.93,285.85,209.54,123.37,203.44,144.97,160.58,5847.851,2057.674,204.941,62.087,0.454,0.0,0.0,0.095,0.409,2.172,120.483,7.7,86.95,-68.191,-6.11,153.65,89.25
5001,0.556,0.191,,,,264.37,0.022,0.049,0.153,0.618,1.193,,,,,,1068.103,1138.008,,,,,,,,,,,,,,,31.98,14.944,19.274,25.582,25.959,21.686,130.879,326.298,173.3,167.625,117.664,82.818,106.94,172.21,146.49,231.06,147.27,118.43,262.63,213.31,100.05,106.97,88.29,97.79,652.163,285.288,129.742,70.815,0.975,0.018,0.065,0.272,0.95,3.735,,,,,,,
5002,0.489,0.183,0.977,2.249,0.575,162.61,0.061,0.113,0.214,0.572,1.09,0.0,9.565,91.35,3.327,19.263,6680.322,7213.203,243.429,0.534,2312.38,1892.603,1385.691,785.589,545.388,30.643,10,3,120.857,244.086,117.971,245.543,194.3,132.483,127.307,145.991,193.821,279.098,1160.505,1661.923,1113.077,1085.1,714.229,405.369,70.72,49.68,55.14,67.68,65.14,138.07,149.91,117.4,73.65,89.5,68.94,54.84,4214.604,1799.329,732.151,467.12,0.818,0.06,0.179,0.496,0.968,2.641,67.08,9.535,146.2,-45.085,-8.495,217.5,157.8
5004,0.098,0.05,3.067,,0.435,262.06,0.0,0.0,0.02,0.074,0.231,,,,,,128.319,129.889,143.914,0.76,,,,,,,,,43.0,137.229,46.457,130.029,10.011,3.593,3.067,4.771,5.461,3.333,4.1,3.655,3.626,17.384,42.232,28.657,148.03,130.37,211.91,374.12,302.04,420.34,318.28,267.73,239.97,216.63,147.58,157.17,14.714,59.616,42.261,13.299,0.038,0.0,0.0,0.0,0.028,0.178,,,,,,,
5005,0.076,0.032,2.31,,0.343,521.37,0.0,0.0,0.0,0.025,0.148,,,,,,42.87,44.883,140.2,0.855,,,,,,,,,24.886,134.657,27.314,137.829,1.905,0.67,0.278,0.441,0.803,0.222,0.029,1.389,2.079,19.284,11.657,6.127,142.78,181.28,215.79,650.21,952.67,552.83,588.96,414.28,251.3,284.65,279.06,171.31,3.719,30.94,8.702,1.522,0.018,0.0,0.0,0.0,0.0,0.104,,,,,,,
5007,1.302,0.434,1.294,7.022,0.265,885.88,0.0,0.0,0.05,0.295,1.774,146.8,21.275,146.8,4.022,18.3,353.709,322.477,215.171,0.863,246.23,215.652,157.246,66.857,36.772,0.056,7,1,15.314,214.486,28.571,215.829,1.359,0.208,0.154,0.24,0.648,40.962,117.914,90.115,32.33,22.266,12.565,4.825,127.85,349.14,444.38,654.98,936.53,252.6,411.25,588.67,217.26,209.84,198.95,590.22,279.754,34.831,6.392,1.042,3.254,0.0,0.049,0.368,1.851,8.08,9.375,1.375,85.5,-6.241,-1.085,128.4,82.75
5008,0.391,0.149,1.23,1.652,0.608,132.33,0.014,0.068,0.186,0.644,0.918,9.8,7.523,91.4,4.692,26.143,7515.241,8311.495,249.771,0.527,1507.064,1261.31,1026.468,690.752,556.928,24.484,10,2,140.829,255.571,126.743,253.086,731.296,253.684,160.619,130.215,119.979,271.634,929.087,1450.473,1416.135,1186.778,887.482,780.15,58.67,125.41,67.75,72.69,73.21,139.34,106.67,127.54,47.58,88.36,91.75,64.67,3997.186,2074.26,1765.13,410.813,0.559,0.002,0.069,0.568,0.852,1.251,42.511,11.89,164.9,-37.315,-11.35,187.75,178.1
5010,4.139,0.824,0.612,2.581,0.463,200.99,0.188,0.316,0.962,3.877,11.318,0.05,15.242,91.45,4.816,18.3,2624.707,2707.034,218.171,0.713,1153.161,1002.944,782.524,424.283,257.115,3.041,7,4,106.229,213.514,102.714,217.229,29.079,20.245,14.101,17.101,26.139,269.784,850.397,838.285,311.598,182.543,96.978,50.785,47.14,93.5,73.55,60.12,365.83,150.13,99.95,86.81,100.92,88.9,65.25,50.96,2270.063,279.521,100.11,57.34,10.371,0.279,2.981,6.108,12.966,36.323,31.44,2.05,125.8,-18.013,-1.15,219.55,136.15
5012,0.29,0.116,1.255,3.206,0.579,144.6,0.005,0.017,0.124,0.491,0.719,10.45,12.866,96.158,4.207,24.4,7601.337,7885.081,243.971,0.601,1994.264,1483.256,1123.738,700.134,591.805,5.642,10,6,124.429,257.571,132.343,241.343,676.937,191.475,95.032,51.952,44.78,216.363,824.803,1361.674,1371.099,1193.103,1060.352,797.511,56.09,127.21,113.77,119.27,117.37,167.92,105.74,110.92,52.58,100.0,128.33,83.66,3773.939,2253.455,1665.922,191.765,0.415,0.0,0.016,0.435,0.635,0.94,54.127,10.6,148.65,-43.322,-9.33,185.65,145.7
5013,5.361,1.02,0.287,2.209,0.498,180.67,0.174,0.395,1.436,5.912,14.579,3.65,11.563,91.35,4.022,18.3,2418.816,2462.286,215.857,0.696,848.133,768.671,618.882,357.406,231.165,1.711,7,3,82.429,206.057,89.486,213.429,24.796,11.979,9.062,16.248,29.235,340.429,752.358,659.36,281.291,181.73,105.665,50.134,60.03,62.91,166.56,134.45,248.3,137.15,82.62,78.92,84.44,70.81,70.93,81.65,2033.438,287.395,86.909,54.544,13.175,0.616,4.724,8.464,16.846,40.67,27.042,3.45,128.45,-15.495,-1.91,224.15,145.65
5014,0.098,0.044,1.26,,0.167,908.47,0.0,0.0,0.0,0.012,0.124,244.75,28.132,244.75,5.014,18.3,312.871,293.388,278.886,0.896,751.496,460.94,266.951,107.087,61.659,0.0,11,1,36.229,279.8,46.8,262.943,12.779,5.33,3.815,0.504,0.913,1.382,6.192,11.641,9.43,21.572,133.581,86.25,203.65,219.43,708.82,845.97,811.96,637.47,510.22,338.4,285.76,330.75,507.09,294.93,28.645,155.153,104.359,5.232,0.021,0.0,0.0,0.0,0.0,0.14,29.927,3.415,44.9,-17.054,-2.19,78.75,44.7
5015,2.445,0.814,0.596,11.046,0.276,200.83,0.088,0.118,0.167,3.671,9.097,2.7,3.557,93.2,2.0,19.263,1328.319,1407.609,220.343,0.698,585.903,422.636,287.964,141.133,92.226,1.453,7,6,153.6,223.943,123.257,220.229,48.053,37.577,46.719,33.421,31.36,156.434,279.832,228.431,139.762,153.64,172.57,79.81,298.54,268.1,237.27,225.96,255.0,176.4,135.21,131.62,142.09,142.39,142.97,225.6,804.46,326.21,165.439,111.5,4.342,0.081,0.126,0.274,6.6,13.009,30.328,0.51,169.95,-28.859,-0.53,178.75,208.8
5017,4.943,0.996,,,,200.08,0.115,0.334,1.266,5.45,13.552,,,,,,1117.905,1111.491,,,,,,,,,,,,,,,15.308,7.437,4.713,4.287,8.027,104.214,310.859,317.35,162.614,93.821,54.343,28.519,53.07,72.21,177.23,113.68,212.22,173.79,103.61,111.32,69.92,78.12,88.63,61.3,895.037,148.163,51.265,17.026,11.739,0.284,3.562,7.486,14.8,40.104,,,,,,,
5018,0.289,0.1,-0.068,0.779,0.668,241.76,0.053,0.152,0.251,0.314,0.386,0.85,6.399,91.5,2.672,20.333,593.573,652.142,218.6,0.337,215.624,147.62,106.356,53.152,36.632,5.468,11,5,130.086,240.971,129.029,252.0,53.204,37.912,41.957,35.685,24.095,29.96,69.806,63.581,55.698,67.491,108.14,64.612,144.73,57.32,51.24,59.63,76.53,56.92,137.09,379.35,73.18,145.91,183.38,69.87,219.045,175.632,155.728,101.737,0.293,0.037,0.166,0.256,0.322,0.447,5.409,1.35,166.1,-4.837,-1.25,185.7,172.15
5021,0.192,0.082,,,,177.69,0.0,0.084,0.136,0.208,0.345,,,,,,251.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.98,60.32,62.8,78.16,104.67,94.14,279.33,118.87,187.58,115.13,63.88,44.24,,,,,0.268,0.0,0.12,0.176,0.254,0.734,,,,,,,
5022,0.659,0.19,0.296,,0.125,165.23,0.218,0.306,0.447,0.698,1.126,3.0,3.307,91.45,3.102,19.263,325.668,312.725,227.971,0.862,176.419,103.063,65.814,29.897,21.644,3.064,07-08-2010,4,8.314,223.314,13.971,229.114,14.71,14.157,17.017,16.292,16.266,20.323,36.526,42.567,32.353,38.907,41.567,22.039,39.98,43.66,43.92,49.5,80.04,137.45,204.78,151.02,92.86,174.57,150.75,110.32,131.77,80.474,50.905,49.576,0.831,0.161,0.337,0.52,0.886,2.285,4.324,1.14,167.5,-3.799,-1.29,190.65,209.15
5023,0.029,0.01,1.007,2.868,0.439,683.43,0.0,0.0,0.0,0.018,0.076,,,,,,12.135,12.005,277.886,0.666,,,,,,,,,91.743,281.914,98.343,286.371,0.659,0.026,0.037,0.024,0.019,0.0,0.0,0.035,0.741,3.937,3.999,2.528,172.74,604.1,2362.2,819.86,734.94,,,651.11,287.6,546.33,303.08,164.98,0.669,7.936,3.213,0.081,0.005,0.0,0.0,0.0,0.0,0.039,,,,,,,
5024,0.555,0.214,0.025,1.8,0.625,263.16,0.007,0.071,0.201,0.533,1.124,,,,,,191.834,191.032,224.4,0.374,,,,,,,,,144.886,256.743,140.914,272.114,3.693,2.559,4.088,4.143,4.464,8.003,23.943,40.61,32.653,34.411,25.576,6.89,110.34,83.78,189.5,103.4,115.56,128.35,299.85,207.52,140.52,153.46,179.67,78.68,105.209,59.987,13.142,12.694,0.923,0.0,0.131,0.436,0.911,2.758,,,,,,,
5025,0.039,0.016,,,,759.76,0.0,0.0,0.0,0.0,0.051,,,,,,3.045,2.828,,,,,,,,,,,,,,,0.143,0.05,0.049,0.053,0.11,0.016,0.02,0.049,0.137,0.772,0.418,1.015,300.71,272.83,247.71,282.63,456.55,398.83,328.31,322.58,248.88,479.61,752.72,262.77,0.133,1.19,1.207,0.212,0.005,0.0,0.0,0.0,0.0,0.04,,,,,,,
5027,0.23,0.098,2.822,,0.385,222.22,0.0,0.02,0.082,0.227,0.54,49.3,9.005,91.4,3.486,18.3,694.45,681.325,116.086,0.84,380.327,295.316,207.915,111.346,76.663,0.995,10,4,7.086,109.229,8.629,118.057,20.312,10.372,10.262,10.982,18.421,22.556,20.269,58.062,156.758,186.279,110.69,56.956,95.99,99.38,140.33,265.09,148.1,200.24,228.74,174.41,177.88,121.41,108.52,70.1,257.665,296.969,87.64,39.665,0.238,0.0,0.014,0.09,0.212,0.943,12.485,2.0,130.5,-8.918,-1.565,182.6,150.3
5028,4.37,1.438,3.192,,0.482,1057.01,0.0,0.16,0.41,0.941,2.443,,,,,,25407.294,,109.886,0.63,,,,,,,,,36.657,103.771,38.6,104.314,,,,,,,,,,,,,109.58,266.51,139.48,137.29,130.75,199.37,312.9,551.31,749.68,67.05,36.6,47.76,,,,,20.873,0.085,0.373,0.942,2.549,7.703,,,,,,,
5029,0.417,0.158,1.043,1.756,0.544,136.83,0.0,0.0,0.154,0.73,1.049,95.15,10.286,105.722,5.155,30.5,6606.821,6898.809,247.514,0.58,1423.172,1231.32,993.364,660.279,517.746,3.641,8,1,85.343,248.514,116.971,250.543,623.407,141.385,94.978,89.108,70.967,286.55,789.289,1272.291,1267.854,1048.609,600.849,613.521,61.74,145.38,118.82,126.23,134.75,150.8,95.3,105.76,46.12,105.03,119.82,73.71,3615.984,1649.458,1378.313,255.054,0.65,0.0,0.095,0.691,0.99,1.437,54.024,16.5,131.25,-50.737,-17.11,139.7,145.5
6001,1.241,0.319,1.652,3.568,0.389,301.46,0.028,0.05,0.114,0.68,3.43,0.0,32.732,96.474,3.05,19.263,2885.43,2801.222,234.571,0.78,2514.035,1489.104,891.595,466.01,294.611,1.77,8,5,126.257,226.571,126.229,235.943,17.445,13.076,9.825,8.735,13.237,193.298,530.64,921.242,711.42,290.603,69.18,22.521,257.46,190.35,103.22,89.03,236.55,466.92,220.41,140.52,118.43,180.82,284.62,96.55,2356.599,359.783,53.042,31.798,3.156,0.038,0.285,1.162,3.769,10.709,76.933,0.78,110.95,-36.339,-0.48,234.9,122.3
6006,1.358,0.378,2.236,2.702,0.483,236.77,0.056,0.127,0.286,1.17,3.558,0.0,20.539,107.529,3.519,19.263,7203.94,6819.064,231.971,0.706,3983.231,2770.609,1828.724,1003.819,686.451,9.8,9,3,123.0,225.257,122.743,231.457,70.64,52.698,43.883,38.567,49.291,478.287,1216.275,2006.175,1740.822,765.988,245.53,110.907,81.51,80.75,78.3,80.7,75.16,398.87,161.33,112.52,102.48,131.62,114.33,76.56,5441.559,1011.518,234.245,131.741,3.257,0.109,0.453,1.67,3.956,10.895,92.108,1.82,145.5,-63.022,-2.52,212.65,165.7
6007,2.174,0.479,0.917,,0.5,190.61,0.076,0.157,0.64,2.273,5.827,0.0,18.707,90.579,3.245,18.105,3522.338,3484.331,161.371,0.681,1421.081,1186.087,849.18,430.332,299.852,2.618,9,03-04-2005,70.857,166.143,73.257,168.629,46.624,34.006,30.148,29.927,45.666,185.908,456.198,808.75,922.836,571.109,239.7,113.459,107.68,110.91,138.94,134.18,270.46,244.35,119.44,91.04,94.3,137.44,139.55,136.11,2373.691,810.809,194.09,105.741,4.427,0.106,1.125,2.738,5.557,14.438,44.238,1.92,117.55,-23.803,-1.34,218.45,148.053
6008,1.496,0.421,2.138,2.888,0.499,223.8,0.049,0.083,0.27,1.317,4.376,0.0,18.663,96.263,4.159,19.263,7106.165,6914.607,234.943,0.712,3035.011,2265.699,1608.265,957.798,679.274,6.139,8,5,125.714,225.657,130.829,237.171,69.749,42.807,29.595,28.007,37.006,401.317,1246.172,2085.037,1767.647,826.334,269.911,111.024,161.67,96.23,79.31,1373.07,173.36,363.16,158.43,99.9,85.2,118.27,148.21,92.59,5500.173,1096.245,223.58,94.608,3.555,0.07,0.446,1.892,4.84,12.128,90.961,1.795,125.2,-49.657,-1.38,229.35,153.25
7001,1.923,0.459,2.074,6.264,0.336,284.4,0.102,0.192,0.369,1.324,3.657,0.0,11.493,83.9,1.769,16.45,610.05,592.189,167.4,0.759,482.052,315.847,200.644,98.681,63.401,0.868,8,6,77.829,165.8,87.286,171.029,5.803,6.942,8.48,11.194,8.462,26.372,95.571,178.169,143.197,81.843,23.14,5.168,300.44,55.42,54.37,234.65,125.01,325.57,209.0,149.54,166.41,216.11,269.22,42.05,444.156,105.956,17.913,28.136,4.2,0.092,0.507,1.659,3.584,21.236,25.267,0.61,108.3,-14.179,-0.3,191.85,133.35
7002,1.468,0.354,1.965,2.139,0.47,258.41,0.059,0.106,0.268,1.425,3.682,0.0,16.771,91.4,3.268,19.263,4648.095,4698.217,234.4,0.72,3401.674,2144.166,1301.174,663.988,467.575,5.329,8,5,116.314,226.686,117.914,239.143,44.093,31.298,24.894,20.891,46.333,330.775,772.618,1453.234,1161.965,575.882,175.37,60.862,97.49,72.43,67.49,75.9,459.4,386.0,168.54,132.84,124.8,163.88,191.0,46.57,3718.593,751.253,136.253,92.118,3.403,0.077,0.645,1.912,3.89,10.791,99.764,3.31,111.25,-45.637,-1.41,243.2,130.6
7005,1.61,0.425,4.085,4.045,0.558,191.93,0.161,0.232,0.427,1.843,4.288,0.0,16.789,91.5,3.453,19.263,1075.976,1064.696,169.714,0.642,481.309,308.85,220.03,132.086,94.194,3.111,8,5,91.657,161.0,90.771,169.171,20.522,14.729,12.271,10.007,12.687,57.105,180.918,294.349,253.798,131.986,51.813,24.51,68.36,39.37,36.86,44.97,97.2,280.98,127.53,90.95,94.85,100.6,106.45,331.63,786.17,183.8,59.761,34.964,3.557,0.191,0.851,2.322,4.509,11.495,18.496,1.065,99.1,-7.422,-0.32,247.0,123.2
7007,1.385,0.381,1.788,2.361,0.462,224.09,0.044,0.068,0.167,1.245,4.253,0.0,13.144,91.35,3.239,19.263,11030.096,10703.734,231.343,0.749,5583.526,4050.344,2721.514,1653.417,1107.32,10.278,7,04-May,118.314,226.343,125.143,231.571,94.771,63.456,52.85,36.698,49.728,636.474,2527.447,3392.017,2563.359,914.474,259.506,112.955,204.85,125.92,141.05,74.32,78.88,280.07,144.64,84.43,98.03,132.65,136.07,93.52,9119.296,1173.981,271.182,139.276,3.527,0.062,0.629,2.19,4.777,11.119,147.671,4.11,151.1,-105.531,-5.14,211.45,174.85
