year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,15,0.0,23.96,9.4,16.68,320.06,249.82,-0.56,0.29,0.63,52.02,,1.98,0.45,0.0,0.47,4.03,76.3,189.0,531.22
1980,1,16,0.0,25.37,10.8,18.08,318.7,252.29,0.0,-0.92,0.92,46.71,,1.97,0.43,0.0,0.47,3.91,76.15,188.85,531.22
1980,1,17,0.0,26.64,10.92,18.78,320.09,254.17,-0.33,-0.4,0.52,48.66,,1.98,0.42,0.0,0.46,3.8,76.0,188.73,531.21
1980,1,18,0.0,25.97,11.43,18.7,330.76,252.47,0.88,-0.59,1.06,46.67,,1.94,0.4,0.0,0.47,3.69,75.86,188.61,531.19
1980,1,19,0.0,26.13,11.01,18.57,331.35,252.64,-1.25,-2.09,2.44,44.2,,2.09,0.42,0.0,0.46,3.59,75.72,188.48,531.16
1980,1,20,0.0,27.55,12.14,19.84,336.1,245.73,1.29,-1.6,2.06,41.14,,1.74,0.43,0.0,0.46,3.49,75.57,188.39,531.16
1980,1,21,0.0,27.44,11.93,19.69,316.6,259.11,-0.71,-1.68,1.82,51.59,,2.06,0.43,0.0,0.44,3.4,75.42,188.27,531.16
1980,1,22,0.0,25.88,10.44,18.16,303.51,263.35,-0.45,-2.43,2.47,33.26,,1.98,0.38,0.0,0.44,3.32,75.28,188.14,531.13
1980,1,23,0.0,24.1,7.84,15.97,284.25,273.2,-2.38,-2.13,3.19,30.48,,1.89,0.35,0.0,0.44,3.24,75.12,187.98,531.12
1980,1,24,0.0,24.34,7.15,15.74,290.27,272.66,-1.55,-0.2,1.56,49.52,,1.96,0.36,0.0,0.33,3.15,74.98,187.88,531.09
1980,1,25,0.0,26.21,7.75,16.98,300.4,272.37,0.93,0.39,1.01,27.93,,2.09,0.37,0.0,0.44,3.06,74.84,187.76,531.08
1980,1,26,0.0,28.12,10.36,19.24,300.21,275.46,2.42,0.79,2.55,34.33,,2.09,0.64,0.0,0.41,2.98,74.72,187.64,531.05
1980,1,27,0.0,28.1,13.66,20.88,318.94,267.1,3.48,0.27,3.49,41.84,,2.18,0.54,0.0,0.43,2.91,74.57,187.52,531.02
1980,1,28,0.0,27.03,10.93,18.98,294.82,277.98,1.59,-1.73,2.35,29.52,,2.06,0.42,0.0,0.42,2.85,74.42,187.36,530.95
1980,1,29,0.0,25.14,8.96,17.05,283.2,280.04,-0.59,-2.66,2.72,24.94,,1.99,0.36,0.0,0.41,2.79,74.28,187.24,530.95
1980,1,30,0.0,24.33,6.88,15.6,277.98,286.67,-0.8,-0.8,1.13,29.9,,1.95,0.33,0.0,0.41,2.73,74.14,187.09,530.92
1980,1,31,0.0,24.27,7.78,16.02,286.93,288.3,-0.47,-0.12,0.49,24.66,,2.09,0.34,0.0,0.39,2.68,74.02,187.02,530.92
1980,2,1,0.0,26.02,9.54,17.78,304.79,282.1,2.3,0.88,2.46,30.48,,2.28,0.35,0.0,0.42,2.63,73.9,186.89,530.92
1980,2,2,0.0,28.36,12.82,20.59,327.96,277.27,2.43,1.28,2.75,61.91,,2.12,0.32,0.0,0.36,2.61,73.76,186.77,530.9
1980,2,3,0.0,25.18,12.6,18.89,314.31,282.18,2.34,1.27,2.66,39.52,,1.79,0.26,0.0,0.4,2.58,73.62,186.64,530.89
1980,2,4,0.0,24.22,11.29,17.76,272.7,297.28,1.32,-0.33,1.36,19.48,,2.15,0.31,0.0,0.4,2.57,73.48,186.5,530.81
1980,2,5,0.0,22.75,7.28,15.02,255.25,301.73,-0.77,-2.89,2.99,13.37,,2.07,0.29,0.0,0.39,2.55,73.35,186.37,530.81
1980,2,6,0.0,22.05,5.8,13.92,262.87,300.24,-1.58,-2.24,2.74,18.75,,2.06,0.27,0.0,0.39,2.54,73.21,186.25,530.81
1980,2,7,0.0,22.06,5.97,14.01,274.52,299.41,-2.2,-2.15,3.08,17.6,,2.14,0.28,0.0,0.4,2.53,73.08,186.13,530.76
1980,2,8,0.0,23.88,7.85,15.86,303.53,288.18,-0.83,-1.08,1.36,20.2,,2.23,0.28,0.0,0.37,2.53,72.97,186.01,530.76
1980,2,9,0.0,26.19,9.76,17.98,301.57,296.67,-1.13,-1.35,1.76,25.7,,2.31,0.28,0.0,0.38,2.52,72.87,185.92,530.76
1980,2,10,0.0,26.64,10.08,18.36,296.82,301.75,-2.0,-1.93,2.78,20.78,,2.34,0.27,0.0,0.39,2.52,72.76,185.79,530.74
1980,2,11,0.0,27.23,9.83,18.53,300.37,301.59,-1.75,-1.67,2.42,24.62,,2.34,0.45,0.0,0.38,2.52,72.66,185.71,530.74
1980,2,12,0.0,27.73,10.41,19.07,306.72,303.55,-2.29,-0.5,2.34,21.66,,2.41,0.36,0.0,0.37,2.52,72.56,185.58,530.69
1980,2,13,0.0,29.1,12.33,20.72,319.55,302.78,-1.12,0.4,1.19,20.79,,2.52,0.3,0.0,0.35,2.51,72.48,185.54,530.69
1980,2,14,0.0,31.65,14.4,23.02,343.95,293.52,3.79,1.51,4.08,28.29,,2.31,0.31,0.0,0.37,2.52,72.38,185.42,530.69
1980,2,15,0.0,32.07,13.76,22.92,300.1,311.98,0.38,-2.81,2.84,20.93,,2.5,0.27,0.0,0.38,2.52,72.27,185.31,530.62
1980,2,16,0.0,28.08,12.02,20.05,306.76,304.19,0.14,-2.66,2.66,23.65,,2.47,0.26,0.0,0.38,2.52,72.16,185.21,530.62
1980,2,17,0.0,27.03,12.08,19.56,308.07,311.03,-0.16,-1.49,1.5,28.42,,2.5,0.6,0.0,0.36,2.52,72.07,185.1,530.59
1980,2,18,0.0,27.96,12.02,19.99,314.65,310.75,-0.47,-0.16,0.5,26.68,,2.59,0.45,0.0,0.34,2.51,71.98,185.01,530.55
1980,2,19,0.0,30.41,13.76,22.08,325.63,310.27,1.72,-0.84,1.91,29.06,,2.69,0.33,0.0,0.33,2.52,71.9,184.91,530.55
1980,2,20,0.0,31.24,15.17,23.2,350.97,303.04,1.2,-0.12,1.21,30.01,,2.78,0.28,0.01,0.29,2.51,71.83,184.84,530.53
1980,2,21,0.0,32.3,16.24,24.27,346.41,310.03,1.28,-1.47,1.95,24.65,,2.81,0.27,0.0,0.31,2.51,71.76,184.77,530.52
1980,2,22,0.0,32.69,16.73,24.71,344.11,312.75,0.92,-2.54,2.7,29.81,,2.91,0.27,0.0,0.31,2.51,71.68,184.67,530.5
1980,2,23,0.0,33.07,17.29,25.18,350.1,312.66,1.31,-1.19,1.77,40.03,,2.89,0.26,0.0,0.3,2.51,71.61,184.61,530.47
1980,2,24,0.0,32.41,16.89,24.65,332.86,321.5,0.72,-1.86,1.99,28.67,,2.81,0.24,0.0,0.31,2.51,71.54,184.51,530.45
1980,2,25,0.0,31.54,14.23,22.88,318.97,327.07,-1.11,-1.71,2.04,19.23,,2.74,0.22,0.0,0.32,2.51,71.47,184.45,530.42
1980,2,26,0.0,31.45,13.82,22.64,327.23,327.35,-1.05,-0.99,1.44,24.59,,2.79,0.22,0.0,0.29,2.51,71.4,184.38,530.42
1980,2,27,0.0,33.36,16.71,25.04,332.14,326.35,3.51,0.41,3.53,17.66,,2.73,0.41,0.0,0.3,2.51,71.34,184.3,530.42
1980,2,28,0.0,34.08,18.82,26.45,345.44,325.08,2.99,1.57,3.38,30.61,,2.96,0.33,0.0,0.31,2.51,71.26,184.2,530.37
1980,2,29,0.37,32.76,18.77,25.76,333.11,329.63,3.64,0.14,3.64,25.09,,2.72,0.23,0.0,0.36,2.52,71.16,184.08,530.37
1980,3,1,0.31,29.64,15.03,22.34,309.92,338.61,0.29,-3.21,3.22,13.76,,2.83,0.21,0.0,0.32,2.51,71.09,184.02,530.37
1980,3,2,0.0,30.59,14.88,22.74,323.81,334.59,2.22,-0.02,2.22,24.77,,2.57,0.18,0.0,0.31,2.51,71.02,183.94,530.35
1980,3,3,0.0,31.69,15.21,23.45,348.35,330.24,4.35,-0.15,4.35,25.46,,3.06,0.21,0.0,0.3,2.51,70.95,183.85,530.35
1980,3,4,0.0,32.39,18.82,25.6,346.54,334.38,3.21,-0.24,3.22,29.25,,3.19,0.21,0.0,0.28,2.51,70.88,183.78,530.35
1980,3,5,0.0,32.52,18.42,25.47,351.46,337.38,3.94,2.39,4.61,36.56,,3.19,0.2,0.0,0.3,2.51,70.81,183.7,530.32
1980,3,6,0.0,32.34,17.78,25.06,304.58,348.08,2.08,-0.08,2.08,14.32,,2.89,0.17,0.0,0.37,2.52,70.71,183.6,530.3
1980,3,7,0.0,28.44,12.03,20.24,287.05,356.02,1.37,0.93,1.66,18.21,,2.84,0.16,0.0,0.36,2.51,70.63,183.5,530.3
1980,3,8,0.0,27.47,13.64,20.56,289.98,352.74,3.31,-0.03,3.31,29.48,,2.82,0.15,0.0,0.36,2.52,70.52,183.37,530.24
1980,3,9,0.0,25.61,11.77,18.69,299.46,355.46,-0.18,0.35,0.39,26.05,,2.8,0.15,0.0,0.32,2.52,70.45,183.28,530.23
1980,3,10,0.0,27.02,12.23,19.62,298.57,357.89,1.21,-0.73,1.41,21.44,,2.92,0.28,0.0,0.3,2.51,70.39,183.18,530.22
1980,3,11,0.0,28.58,13.15,20.86,301.51,359.47,1.6,-1.5,2.19,12.78,,2.99,0.19,0.0,0.31,2.51,70.32,183.1,530.19
1980,3,12,0.0,29.93,14.72,22.32,300.42,362.12,-2.5,-3.0,3.91,15.15,,3.08,0.15,0.0,0.34,2.51,70.24,183.0,530.16
1980,3,13,0.0,30.28,15.3,22.79,304.7,361.63,-2.91,-1.64,3.34,14.35,,3.09,0.15,0.0,0.33,2.51,70.16,182.92,530.12
1980,3,14,0.0,31.06,15.93,23.49,320.01,358.53,-1.43,-0.66,1.57,16.73,,3.11,0.14,0.0,0.28,2.51,70.1,182.86,530.09
1980,3,15,0.0,33.02,16.33,24.68,334.25,358.19,1.32,-1.38,1.91,14.17,,3.26,0.14,0.0,0.25,2.5,70.06,182.79,530.08
1980,3,16,0.0,34.3,18.63,26.46,364.65,336.14,1.69,-0.3,1.72,20.65,,3.25,0.14,0.04,0.25,2.51,70.01,182.72,530.08
1980,3,17,0.0,35.37,18.42,26.9,345.18,360.13,2.84,2.09,3.53,31.09,,3.24,0.13,0.0,0.26,2.51,69.95,182.67,530.08
1980,3,18,0.0,34.96,18.66,26.81,337.34,341.96,2.37,0.07,2.37,30.75,,3.25,0.13,0.0,0.27,2.51,69.89,182.57,530.05
1980,3,19,0.0,33.94,17.89,25.92,345.12,360.65,2.1,-0.5,2.16,28.38,,3.29,0.12,0.0,0.26,2.51,69.84,182.51,530.05
1980,3,20,0.0,34.21,18.45,26.33,350.17,363.91,1.9,-0.54,1.98,24.77,,3.32,0.12,0.0,0.24,2.51,69.8,182.46,530.02
1980,3,21,0.0,35.37,19.21,27.29,343.62,368.39,1.12,-1.08,1.56,19.12,,3.32,0.11,0.0,0.23,2.5,69.76,182.39,530.0
1980,3,22,0.0,36.55,19.22,27.88,349.21,359.72,2.69,-0.94,2.85,17.88,,3.24,0.11,0.0,0.22,2.5,69.72,182.34,529.96
1980,3,23,0.0,36.35,20.54,28.44,355.16,358.3,2.13,-0.47,2.18,28.86,,3.46,0.11,0.0,0.24,2.51,69.67,182.27,529.96
1980,3,24,0.0,35.39,20.0,27.7,361.53,348.45,2.05,0.06,2.05,22.94,,3.47,0.1,0.01,0.24,2.51,69.62,182.22,529.96
1980,3,25,0.0,34.7,20.55,27.62,348.01,366.08,2.14,0.61,2.23,18.86,,3.05,0.09,0.0,0.25,2.5,69.57,182.15,529.93
1980,3,26,0.0,35.08,20.23,27.66,347.07,372.2,0.53,-3.42,3.46,13.1,,3.37,0.25,0.0,0.26,2.5,69.52,182.09,529.91
1980,3,27,0.0,34.09,19.94,27.02,349.32,352.81,-1.17,-0.35,1.22,22.26,,3.45,0.16,0.0,0.26,2.51,69.48,182.01,529.91
1980,3,28,0.0,34.33,20.47,27.4,346.91,372.24,3.28,0.32,3.3,12.0,,3.5,0.11,0.0,0.23,2.5,69.44,181.98,529.91
1980,3,29,0.0,36.31,20.81,28.56,339.99,381.18,3.03,1.15,3.24,31.28,,3.5,0.09,0.0,0.25,2.51,69.39,181.92,529.9
1980,3,30,0.0,34.33,19.39,26.86,342.38,375.78,0.9,-2.73,2.87,16.42,,3.49,0.09,0.0,0.25,2.51,69.34,181.85,529.89
1980,3,31,0.0,33.19,17.87,25.53,332.08,382.2,1.67,-1.54,2.27,17.78,,3.44,0.09,0.0,0.25,2.51,69.29,181.79,529.88
1980,4,1,0.0,33.38,18.96,26.17,338.34,384.44,0.84,-2.05,2.22,23.76,,3.48,0.19,0.0,0.23,2.5,69.25,181.72,529.83
1980,4,2,0.0,35.69,19.89,27.79,341.64,386.92,0.07,-0.45,0.46,24.67,,3.54,0.12,0.0,0.21,2.5,69.22,181.66,529.83
1980,4,3,0.0,36.88,22.13,29.51,371.1,372.73,0.99,0.36,1.05,28.43,,3.48,0.09,0.11,0.2,2.5,69.19,181.63,529.83
1980,4,4,0.0,38.28,21.56,29.92,371.56,353.05,0.16,-3.83,3.83,12.92,,3.49,0.08,0.01,0.21,2.5,69.16,181.58,529.83
1980,4,5,0.0,37.45,21.26,29.36,365.69,377.84,0.62,-1.1,1.26,22.6,,3.55,0.08,0.1,0.2,2.51,69.13,181.55,529.83
1980,4,6,0.0,38.02,22.18,30.1,375.1,371.02,0.82,-0.08,0.82,19.63,,3.56,0.07,0.04,0.19,2.5,69.1,181.52,529.83
1980,4,7,0.0,38.92,22.71,30.82,391.35,345.58,-0.28,0.55,0.62,24.97,,3.47,0.07,0.21,0.2,2.52,69.07,181.47,529.82
1980,4,8,0.0,39.82,24.79,32.3,386.62,342.85,0.66,-2.74,2.82,12.96,,3.59,0.07,0.1,0.2,2.52,69.04,181.42,529.82
1980,4,9,0.0,40.4,24.69,32.54,377.91,380.87,2.79,-1.73,3.28,13.49,,3.69,0.07,0.02,0.2,2.5,69.01,181.4,529.8
1980,4,10,0.0,40.14,25.16,32.65,373.2,377.01,3.8,0.87,3.9,16.01,,3.64,0.06,0.12,0.19,2.51,68.99,181.34,529.79
1980,4,11,0.0,39.95,24.27,32.11,354.84,400.07,4.42,2.12,4.9,16.74,,3.75,0.06,0.0,0.21,2.5,68.95,181.31,529.76
1980,4,12,0.0,38.01,24.73,31.37,356.49,394.67,2.9,0.27,2.91,19.98,,3.73,0.06,0.0,0.2,2.5,68.91,181.25,529.73
1980,4,13,0.0,38.34,23.46,30.9,353.24,392.79,-0.41,-2.28,2.32,11.56,,3.63,0.06,0.0,0.19,2.5,68.89,181.22,529.7
1980,4,14,0.0,37.74,22.53,30.14,353.77,398.8,1.5,0.14,1.51,23.26,,3.62,0.06,0.0,0.2,2.49,68.86,181.16,529.69
1980,4,15,0.0,39.57,23.79,31.68,357.96,399.77,1.42,-0.23,1.44,23.05,,3.59,0.05,0.0,0.19,2.49,68.83,181.14,529.69
1980,4,16,0.0,40.01,24.34,32.17,365.15,386.01,1.38,0.12,1.39,16.96,,3.67,0.05,0.0,0.19,2.5,68.81,181.11,529.69
1980,4,17,0.0,40.26,24.99,32.62,366.89,391.42,2.17,1.52,2.65,17.64,,3.68,0.16,0.0,0.19,2.5,68.79,181.06,529.69
1980,4,18,0.0,40.86,26.1,33.48,371.3,391.36,2.2,-0.92,2.38,10.27,,3.75,0.1,0.0,0.19,2.49,68.76,181.05,529.69
1980,4,19,0.0,41.47,25.47,33.47,383.51,390.95,1.13,-1.63,1.98,14.26,,3.74,0.07,0.08,0.19,2.5,68.74,181.0,529.69
1980,4,20,0.0,41.47,25.85,33.66,388.48,385.98,2.08,-1.25,2.43,12.19,,3.78,0.05,0.09,0.2,2.49,68.72,180.95,529.67
1980,4,21,0.0,41.91,25.98,33.94,396.9,382.77,2.92,0.6,2.98,15.14,,3.75,0.1,0.01,0.19,2.5,68.69,180.93,529.67
1980,4,22,0.0,41.63,27.24,34.44,398.36,366.08,3.15,2.39,3.95,21.43,,3.89,0.11,0.17,0.2,2.54,68.67,180.9,529.65
1980,4,23,0.0,40.84,25.02,32.93,366.82,403.26,3.03,0.18,3.04,16.04,,3.8,0.17,0.0,0.19,2.5,68.64,180.85,529.6
1980,4,24,0.0,40.33,24.81,32.57,360.34,405.0,3.76,0.98,3.89,13.54,,3.83,0.11,0.0,0.19,2.5,68.61,180.81,529.6
1980,4,25,0.0,40.1,25.29,32.7,352.53,413.2,3.91,0.67,3.97,19.6,,3.85,0.07,0.0,0.18,2.49,68.59,180.76,529.6
1980,4,26,0.0,40.23,24.55,32.39,366.86,408.81,4.07,1.33,4.28,23.23,,3.87,0.06,0.0,0.19,2.5,68.56,180.73,529.59
1980,4,27,0.0,40.11,24.95,32.53,356.34,412.57,2.98,1.63,3.4,25.91,,3.89,0.05,0.0,0.19,2.5,68.53,180.72,529.59
1980,4,28,0.0,39.82,24.94,32.38,369.44,410.52,0.74,0.81,1.1,24.05,,3.92,0.05,0.0,0.18,2.49,68.51,180.64,529.59
1980,4,29,0.0,40.27,25.19,32.73,378.82,402.21,0.8,1.32,1.54,19.75,,3.84,0.05,0.09,0.19,2.5,68.48,180.61,529.59
1980,4,30,0.0,41.77,26.7,34.24,382.45,399.63,2.86,1.2,3.1,15.02,,3.57,0.09,0.16,0.19,2.5,68.46,180.6,529.57
1980,5,1,0.0,41.78,26.43,34.11,386.68,405.59,1.55,0.01,1.55,31.36,,3.89,0.07,0.17,0.18,2.56,68.44,180.56,529.57
1980,5,2,0.0,42.85,26.9,34.88,390.39,398.01,2.0,-0.58,2.08,16.69,,3.64,0.05,0.36,0.19,2.51,68.43,180.52,529.57
1980,5,3,0.0,42.76,27.03,34.89,392.88,386.73,3.13,-0.71,3.21,15.27,,3.88,0.12,0.01,0.19,2.49,68.41,180.49,529.57
1980,5,4,0.0,42.62,26.64,34.63,395.15,402.33,4.41,1.86,4.79,15.88,,4.07,0.08,0.0,0.18,2.5,68.38,180.49,529.57
1980,5,5,0.0,42.27,26.83,34.55,376.99,355.8,4.04,2.3,4.65,14.64,,3.82,0.05,0.0,0.18,2.5,68.36,180.42,529.55
1980,5,6,0.0,41.83,27.25,34.54,371.04,412.44,3.98,2.5,4.7,16.3,,4.15,0.05,0.0,0.18,2.49,68.33,180.4,529.55
1980,5,7,0.0,41.5,26.29,33.89,369.92,416.01,3.49,2.16,4.1,21.43,,4.19,0.04,0.0,0.18,2.5,68.3,180.35,529.53
1980,5,8,0.0,40.85,26.93,33.89,371.44,418.73,5.37,1.8,5.66,16.42,,4.18,0.04,0.0,0.19,2.5,68.27,180.3,529.5
1980,5,9,0.0,39.9,25.93,32.92,375.96,402.89,4.92,2.13,5.36,17.9,,4.16,0.1,0.0,0.19,2.5,68.24,180.25,529.48
1980,5,10,0.0,39.94,25.21,32.58,371.06,416.36,4.14,0.83,4.22,25.8,,4.16,0.06,0.0,0.19,2.5,68.2,180.21,529.45
1980,5,11,0.0,38.88,26.25,32.56,387.77,414.27,2.81,2.14,3.53,16.04,,3.98,0.04,0.0,0.18,2.49,68.18,180.17,529.45
1980,5,12,0.0,41.14,27.3,34.22,402.01,397.19,2.6,1.48,2.99,34.14,,3.85,0.04,0.6,0.2,2.98,68.15,180.12,529.41
1980,5,13,0.0,41.28,26.16,33.72,391.98,409.18,1.92,2.73,3.34,28.57,,4.01,0.04,0.87,0.24,2.93,68.12,180.07,529.41
1980,5,14,0.0,41.32,26.43,33.88,391.91,410.06,3.76,1.5,4.05,24.02,,4.11,0.04,0.6,0.23,2.79,68.09,180.03,529.41
1980,5,15,0.0,41.39,26.63,34.01,381.07,415.22,3.32,1.17,3.52,21.17,,4.22,0.06,0.0,0.2,2.67,68.07,180.01,529.4
1980,5,16,0.0,41.08,26.94,34.01,375.74,421.69,3.48,1.07,3.64,19.13,,3.69,0.04,0.0,0.19,2.59,68.04,179.97,529.39
1980,5,17,0.0,40.88,27.04,33.96,387.23,416.21,4.66,3.01,5.55,20.86,,4.03,0.03,0.0,0.18,2.54,68.02,179.92,529.39
1980,5,18,0.0,40.31,27.86,34.08,400.64,412.17,4.51,2.82,5.32,29.27,,4.1,0.03,0.0,0.19,2.53,67.99,179.87,529.39
1980,5,19,0.0,40.5,26.98,33.74,386.86,416.92,3.49,0.2,3.5,16.94,,4.01,0.03,0.0,0.18,2.52,67.96,179.83,529.37
1980,5,20,0.0,40.34,27.37,33.86,388.99,404.39,2.59,0.73,2.69,24.05,,4.05,0.03,0.01,0.18,2.52,67.93,179.8,529.37
1980,5,21,0.0,39.94,27.36,33.65,389.48,401.14,2.74,0.76,2.84,22.67,,4.21,0.04,0.0,0.17,2.51,67.91,179.75,529.36
1980,5,22,0.0,39.95,26.18,33.06,389.29,408.92,2.76,1.0,2.94,28.27,,3.92,0.03,0.0,0.18,2.51,67.88,179.72,529.36
1980,5,23,0.0,40.45,27.25,33.85,384.02,411.58,3.73,1.57,4.05,18.75,,4.14,0.03,0.0,0.18,2.5,67.86,179.68,529.36
1980,5,24,0.0,40.42,27.1,33.76,389.78,413.05,4.47,1.13,4.61,18.36,,4.31,0.03,0.0,0.18,2.5,67.83,179.63,529.36
1980,5,25,0.0,41.07,27.96,34.52,385.54,423.15,4.25,1.33,4.45,17.66,,4.2,0.06,0.0,0.17,2.49,67.81,179.58,529.33
1980,5,26,0.0,41.41,27.55,34.48,393.36,414.63,4.07,0.68,4.13,18.18,,4.26,0.04,0.0,0.17,2.49,67.79,179.54,529.33
1980,5,27,0.0,41.86,27.89,34.88,385.29,427.82,3.62,2.29,4.28,14.12,,4.3,0.03,0.0,0.18,2.49,67.77,179.53,529.32
1980,5,28,0.0,41.65,27.74,34.7,387.71,425.31,5.99,3.45,6.91,25.71,,4.38,0.03,0.0,0.18,2.5,67.74,179.47,529.29
1980,5,29,0.0,40.86,26.55,33.7,404.13,417.44,5.12,4.13,6.58,34.21,,4.41,0.03,0.0,0.18,2.5,67.71,179.42,529.26
1980,5,30,0.0,40.02,27.71,33.86,413.7,412.65,4.36,3.26,5.44,30.88,,4.35,0.02,0.0,0.18,2.5,67.68,179.38,529.26
1980,5,31,0.0,40.0,28.61,34.3,416.33,415.45,3.65,1.93,4.13,26.74,,4.16,0.06,0.0,0.17,2.5,67.66,179.35,529.26
1980,6,1,0.26,41.03,28.88,34.96,426.0,407.94,2.55,1.65,3.04,39.03,,4.12,0.31,0.4,0.18,2.74,67.63,179.31,529.26
1980,6,2,0.43,41.8,27.94,34.87,429.66,406.34,2.13,2.03,2.94,32.42,,4.11,0.97,0.05,0.2,2.96,67.61,179.25,529.23
1980,6,3,12.39,41.41,25.71,33.56,433.4,403.51,2.1,-0.06,2.1,46.51,,3.38,2.3,0.62,0.24,3.62,67.58,179.2,529.2
1980,6,4,0.62,38.54,25.73,32.14,425.84,405.6,2.6,1.07,2.81,52.58,,4.0,2.79,1.33,0.28,4.57,67.55,179.18,529.2
1980,6,5,7.33,39.72,25.46,32.59,428.95,398.04,2.46,1.73,3.01,55.33,,4.2,2.88,1.65,0.47,5.84,67.53,179.12,529.18
1980,6,6,0.0,37.16,25.37,31.26,433.53,296.44,1.06,1.54,1.87,77.0,,1.69,0.82,0.99,0.43,8.33,67.5,179.1,529.18
1980,6,7,0.0,35.96,25.07,30.52,439.79,169.64,0.3,0.54,0.62,61.83,,4.1,1.68,2.12,0.61,10.04,67.46,179.01,529.16
1980,6,8,0.0,36.29,25.62,30.96,431.91,357.07,2.24,1.39,2.64,51.13,,4.13,1.47,3.12,1.1,10.29,67.43,178.96,529.16
1980,6,9,1.14,38.12,26.32,32.22,437.59,388.44,4.7,1.22,4.86,45.33,,4.04,1.26,0.05,1.22,9.43,67.39,178.91,529.13
1980,6,10,1.52,38.96,26.65,32.8,428.42,408.74,4.0,1.94,4.45,42.52,,4.18,1.64,0.0,1.08,8.43,67.36,178.86,529.13
1980,6,11,1.52,39.22,28.23,33.72,430.26,405.85,4.46,2.13,4.94,39.7,,4.12,2.04,0.81,1.0,7.48,67.33,178.79,529.13
1980,6,12,3.6,40.5,28.22,34.36,439.55,372.63,4.72,2.05,5.15,43.28,,4.26,2.8,0.65,0.82,6.98,67.31,178.76,529.1
1980,6,13,9.99,39.53,26.08,32.8,439.26,392.51,2.59,0.58,2.65,58.78,,4.08,3.28,1.14,0.73,7.98,67.29,178.71,529.1
1980,6,14,12.45,39.13,24.77,31.95,438.05,394.77,4.17,2.07,4.66,59.15,,4.03,3.23,1.82,0.95,9.09,67.26,178.68,529.06
1980,6,15,0.45,38.12,24.93,31.52,424.34,413.12,3.88,2.39,4.56,43.46,,4.06,3.26,0.22,1.18,8.43,67.23,178.64,529.04
1980,6,16,0.32,37.87,26.05,31.96,426.82,411.11,2.75,1.66,3.21,35.14,,4.02,2.94,0.04,1.08,7.44,67.21,178.59,529.0
