year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,1,0.0,24.58,13.5,19.04,321.32,245.25,2.05,-0.51,2.11,55.0,,1.64,0.67,0.01,0.75,4.88,73.14,178.21,521.73
1980,1,2,0.0,23.83,8.73,16.28,290.41,249.34,0.32,-1.63,1.66,50.57,,1.71,0.65,0.0,0.77,4.71,72.85,177.97,521.64
1980,1,3,0.0,23.26,8.92,16.09,280.45,250.28,-2.16,-3.07,3.75,40.82,,1.74,0.63,0.0,0.7,4.55,72.6,177.76,521.57
1980,1,4,0.0,21.44,7.74,14.59,278.37,250.91,-2.84,-2.68,3.9,46.45,,1.71,0.67,0.0,0.58,4.42,72.36,177.55,521.5
1980,1,5,0.0,20.88,7.32,14.1,289.02,249.15,-2.02,-2.66,3.34,48.87,,1.79,0.65,0.0,0.63,4.28,72.12,177.35,521.44
1980,1,6,0.0,21.97,7.53,14.75,289.78,250.36,-2.61,-2.54,3.64,39.29,,1.77,0.59,0.0,0.66,4.15,71.87,177.13,521.36
1980,1,7,0.0,22.46,7.68,15.07,297.07,250.1,-1.71,-1.03,2.0,53.31,,1.85,0.6,0.0,0.62,4.02,71.62,176.89,521.27
1980,1,8,0.0,24.23,8.72,16.48,331.71,234.95,0.18,-0.71,0.73,61.55,,1.92,0.6,0.0,0.69,3.88,71.36,176.66,521.2
1980,1,9,0.0,26.22,11.07,18.64,335.77,237.03,0.86,-0.7,1.11,56.43,,1.84,0.57,0.0,0.69,3.75,71.12,176.45,521.14
1980,1,10,0.0,27.64,11.44,19.54,308.83,249.21,0.71,-1.59,1.74,35.08,,1.87,0.56,0.0,0.75,3.62,70.88,176.23,521.05
1980,1,11,0.0,26.32,9.8,18.06,295.64,254.66,0.02,-0.54,0.54,52.86,,1.89,0.55,0.0,0.63,3.5,70.63,175.99,520.99
1980,1,12,0.0,25.16,9.69,17.42,293.72,255.63,-1.08,-3.27,3.44,36.96,,1.88,0.53,0.0,0.69,3.41,70.39,175.76,520.89
1980,1,13,0.0,24.25,9.62,16.93,292.61,256.19,-2.37,-1.97,3.08,38.69,,1.88,0.51,0.0,0.65,3.31,70.15,175.53,520.82
1980,1,14,0.0,24.81,9.48,17.14,304.17,254.86,-2.63,-2.28,3.48,33.5,,1.92,0.54,0.0,0.66,3.21,69.92,175.31,520.75
1980,1,15,0.0,24.57,9.87,17.22,315.75,252.02,-0.45,-0.33,0.56,59.04,,2.0,0.53,0.0,0.59,3.11,69.69,175.09,520.66
1980,1,16,0.0,25.94,10.99,18.46,316.83,253.67,0.51,-0.87,1.01,53.46,,1.97,0.5,0.0,0.64,3.02,69.48,174.87,520.6
1980,1,17,0.0,26.95,11.07,19.01,316.36,256.26,0.23,-0.64,0.68,54.17,,2.01,0.5,0.0,0.64,2.93,69.26,174.66,520.52
1980,1,18,0.0,26.43,11.47,18.95,327.03,253.59,0.78,-0.83,1.14,48.05,,2.0,0.48,0.0,0.64,2.85,69.06,174.46,520.44
1980,1,19,0.0,26.75,11.42,19.08,331.66,251.21,-1.42,-2.02,2.47,45.67,,2.1,0.49,0.0,0.68,2.77,68.86,174.25,520.38
1980,1,20,0.0,27.73,12.21,19.97,334.8,250.3,0.91,-1.4,1.67,49.41,,1.91,0.52,0.0,0.64,2.69,68.66,174.06,520.31
1980,1,21,0.0,27.39,11.61,19.5,316.04,261.05,-0.47,-1.78,1.84,52.58,,2.05,0.49,0.0,0.64,2.62,68.45,173.84,520.24
1980,1,22,0.0,25.99,10.31,18.15,302.05,265.5,-0.54,-2.93,2.98,32.04,,2.0,0.44,0.0,0.67,2.56,68.24,173.62,520.15
1980,1,23,0.0,24.48,8.14,16.31,287.36,270.34,-2.36,-2.11,3.17,31.17,,1.91,0.41,0.0,0.65,2.49,68.02,173.38,520.07
1980,1,24,0.0,24.78,7.6,16.19,291.51,273.44,-1.06,-0.73,1.29,43.58,,1.98,0.41,0.0,0.52,2.43,67.81,173.17,519.99
1980,1,25,0.0,26.73,7.92,17.32,299.76,273.51,1.0,0.23,1.03,34.58,,2.06,0.41,0.0,0.6,2.36,67.63,172.97,519.92
1980,1,26,0.0,28.34,10.38,19.36,300.67,276.85,2.72,0.22,2.73,30.29,,2.1,0.56,0.0,0.66,2.3,67.45,172.78,519.87
1980,1,27,0.0,28.05,13.47,20.76,319.66,268.06,3.64,-0.16,3.64,47.15,,2.15,0.48,0.0,0.66,2.25,67.25,172.57,519.75
1980,1,28,0.0,27.02,11.01,19.02,295.2,279.94,1.71,-1.83,2.5,33.14,,2.06,0.41,0.0,0.66,2.21,67.05,172.34,519.7
1980,1,29,0.0,25.24,9.21,17.23,285.12,281.37,-0.29,-2.41,2.43,26.83,,2.0,0.38,0.0,0.62,2.17,66.85,172.13,519.6
1980,1,30,0.0,24.43,7.14,15.78,280.52,287.42,0.08,-0.85,0.85,35.72,,1.98,0.36,0.0,0.61,2.14,66.66,171.92,519.52
1980,1,31,0.0,24.75,8.26,16.5,286.31,289.37,-0.11,-0.49,0.5,31.23,,2.1,0.37,0.0,0.58,2.11,66.48,171.72,519.46
1980,2,1,0.0,26.66,9.77,18.22,301.79,283.84,2.28,0.2,2.29,28.26,,2.25,0.38,0.0,0.67,2.08,66.31,171.52,519.38
1980,2,2,0.0,28.35,12.63,20.49,330.15,276.19,3.08,1.0,3.24,66.09,,2.14,0.36,0.06,0.56,2.08,66.12,171.32,519.3
1980,2,3,0.0,25.08,12.52,18.8,307.47,288.0,2.5,1.28,2.81,39.42,,1.89,0.31,0.0,0.64,2.06,65.93,171.1,519.23
1980,2,4,0.0,24.27,10.81,17.54,269.28,300.18,1.89,-0.56,1.97,23.12,,2.1,0.33,0.0,0.64,2.05,65.74,170.87,519.13
1980,2,5,0.0,22.63,6.96,14.8,256.89,303.36,-0.73,-2.64,2.74,14.63,,2.06,0.32,0.0,0.61,2.04,65.55,170.66,519.06
1980,2,6,0.0,22.35,5.97,14.16,265.33,301.65,-1.22,-2.49,2.77,17.45,,2.06,0.31,0.0,0.63,2.03,65.36,170.44,519.0
1980,2,7,0.0,22.6,6.18,14.39,278.34,300.35,-1.95,-2.14,2.9,18.58,,2.15,0.31,0.0,0.64,2.02,65.18,170.23,518.88
1980,2,8,0.0,24.52,8.06,16.29,304.63,288.76,-0.21,-1.37,1.39,28.24,,2.24,0.32,0.0,0.54,2.01,65.02,170.04,518.83
1980,2,9,0.0,26.78,9.77,18.27,302.28,297.89,-0.47,-1.9,1.96,25.91,,2.32,0.32,0.0,0.6,2.01,64.88,169.87,518.76
1980,2,10,0.0,27.34,10.26,18.8,298.74,303.39,-1.6,-2.51,2.98,20.86,,2.34,0.31,0.0,0.63,2.0,64.72,169.67,518.67
1980,2,11,0.0,27.64,10.01,18.82,301.69,303.42,-1.15,-1.91,2.23,25.0,,2.35,0.4,0.0,0.61,2.0,64.58,169.51,518.62
1980,2,12,0.0,28.12,10.69,19.4,307.36,305.16,-1.55,-0.78,1.74,26.91,,2.41,0.36,0.0,0.58,2.0,64.45,169.35,518.54
1980,2,13,0.0,29.63,12.64,21.14,320.53,304.88,-0.7,-0.07,0.7,24.37,,2.54,0.33,0.0,0.52,2.0,64.33,169.2,518.48
1980,2,14,0.0,32.23,14.65,23.44,334.41,299.58,3.3,1.24,3.53,30.59,,2.46,0.31,0.0,0.54,2.0,64.2,169.04,518.41
1980,2,15,0.0,31.81,13.69,22.75,301.29,314.05,0.36,-2.91,2.93,23.18,,2.48,0.29,0.0,0.59,2.0,64.05,168.86,518.34
1980,2,16,0.0,28.18,11.75,19.96,308.37,303.97,-0.38,-2.4,2.43,23.24,,2.46,0.28,0.0,0.6,2.0,63.91,168.69,518.27
1980,2,17,0.0,27.46,11.93,19.7,309.17,312.94,-0.19,-1.23,1.24,27.54,,2.51,0.44,0.0,0.56,2.0,63.79,168.52,518.2
1980,2,18,0.0,28.28,11.94,20.11,316.2,311.79,0.07,-0.44,0.45,26.93,,2.58,0.35,0.0,0.55,2.0,63.67,168.38,518.14
1980,2,19,0.0,30.7,13.62,22.16,328.0,311.36,2.19,-1.06,2.43,29.27,,2.69,0.7,0.0,0.5,2.0,63.56,168.23,518.08
1980,2,20,0.0,31.22,15.17,23.2,349.9,307.03,1.29,-0.05,1.29,31.19,,2.74,0.62,0.0,0.44,1.99,63.46,168.11,518.03
1980,2,21,0.0,32.35,16.13,24.24,345.67,312.15,1.29,-1.24,1.79,28.13,,2.8,0.51,0.0,0.46,1.99,63.36,167.98,517.99
1980,2,22,0.0,32.8,16.76,24.78,347.09,314.25,1.56,-2.26,2.75,32.24,,2.91,0.44,0.0,0.45,1.99,63.26,167.85,517.89
1980,2,23,0.0,33.26,17.28,25.27,349.88,314.6,2.28,-0.91,2.45,32.39,,2.88,0.37,0.0,0.44,1.99,63.16,167.72,517.86
1980,2,24,0.0,32.45,16.68,24.56,329.73,325.19,0.62,-2.32,2.4,24.22,,2.8,0.32,0.0,0.46,1.99,63.07,167.59,517.8
1980,2,25,0.0,31.89,14.49,23.19,322.36,328.9,-0.99,-2.11,2.33,18.34,,2.75,0.29,0.0,0.48,1.99,62.97,167.46,517.75
1980,2,26,0.0,31.92,13.98,22.95,327.49,330.19,-0.68,-0.84,1.08,24.0,,2.8,0.29,0.0,0.45,1.99,62.88,167.34,517.71
1980,2,27,0.0,33.67,16.59,25.13,332.74,326.54,3.24,0.64,3.3,19.23,,2.74,0.35,0.0,0.43,1.99,62.79,167.23,517.65
1980,2,28,0.0,34.02,18.34,26.18,348.22,326.77,4.11,1.1,4.25,31.68,,2.94,0.32,0.0,0.45,2.0,62.69,167.09,517.57
1980,2,29,0.6,32.66,18.46,25.56,338.25,331.93,3.66,-0.61,3.71,24.92,,2.7,0.25,0.0,0.56,2.0,62.56,166.91,517.52
1980,3,1,0.05,29.89,15.2,22.54,312.01,340.42,0.56,-2.65,2.71,16.01,,2.82,0.25,0.0,0.47,1.99,62.46,166.78,517.45
1980,3,2,0.0,30.84,15.09,22.96,329.39,332.93,2.14,0.07,2.14,23.13,,2.69,0.23,0.0,0.46,1.99,62.36,166.65,517.38
1980,3,3,0.0,32.02,15.8,23.91,349.21,331.96,4.56,-0.31,4.57,28.41,,3.05,0.24,0.0,0.46,2.0,62.25,166.51,517.33
1980,3,4,0.0,32.28,18.48,25.38,348.68,336.56,3.81,-0.48,3.84,33.89,,3.17,0.24,0.0,0.42,1.99,62.16,166.38,517.28
1980,3,5,0.0,32.24,18.31,25.28,349.75,340.74,4.82,2.25,5.32,40.87,,3.2,0.24,0.0,0.45,2.0,62.05,166.24,517.22
1980,3,6,0.0,32.0,17.7,24.85,302.68,352.17,2.59,-0.52,2.64,16.72,,2.84,0.2,0.0,0.57,2.0,61.92,166.06,517.12
1980,3,7,0.0,28.62,12.13,20.38,287.89,358.96,1.37,-0.09,1.37,13.08,,2.82,0.19,0.0,0.58,1.99,61.81,165.9,517.06
1980,3,8,0.0,27.89,13.56,20.72,290.47,357.19,3.88,-1.02,4.01,25.4,,2.78,0.18,0.0,0.58,2.0,61.66,165.69,516.98
1980,3,9,0.0,25.67,11.78,18.73,301.55,357.63,1.05,0.25,1.08,25.03,,2.78,0.18,0.0,0.5,2.0,61.55,165.53,516.89
1980,3,10,0.0,27.33,12.52,19.92,299.01,360.24,0.76,-0.9,1.18,17.52,,2.89,0.25,0.0,0.47,1.99,61.45,165.39,516.85
1980,3,11,0.0,28.81,13.43,21.12,303.3,361.68,0.86,-3.18,3.29,14.16,,2.98,0.2,0.0,0.49,1.99,61.35,165.25,516.77
1980,3,12,0.0,30.18,14.71,22.44,302.7,363.58,-1.92,-3.3,3.82,15.42,,3.06,0.18,0.0,0.53,1.99,61.24,165.09,516.71
1980,3,13,0.0,30.76,15.36,23.06,307.67,352.99,-2.24,-1.79,2.87,15.74,,3.08,0.17,0.0,0.51,1.99,61.13,164.95,516.63
1980,3,14,0.0,31.76,16.28,24.02,324.24,338.19,-0.83,-1.02,1.32,14.54,,3.11,0.17,0.0,0.43,1.99,61.05,164.84,516.57
1980,3,15,0.0,33.64,16.68,25.16,337.38,358.41,0.98,-1.37,1.68,13.38,,3.27,0.17,0.0,0.33,1.99,60.98,164.72,516.53
1980,3,16,0.0,34.89,18.73,26.81,357.61,354.42,2.61,0.31,2.63,19.33,,3.24,0.16,0.01,0.33,1.99,60.91,164.62,516.48
1980,3,17,0.0,35.47,18.2,26.84,344.3,362.69,3.32,1.91,3.83,28.06,,3.22,0.16,0.0,0.37,1.99,60.83,164.51,516.42
1980,3,18,0.0,34.86,18.27,26.56,344.26,300.12,2.84,-0.47,2.88,28.12,,3.21,0.15,0.0,0.4,1.99,60.75,164.38,516.36
1980,3,19,0.0,33.84,18.06,25.95,345.02,362.92,1.61,-1.02,1.91,24.11,,3.28,0.15,0.0,0.35,1.99,60.68,164.27,516.32
1980,3,20,0.0,34.15,18.52,26.34,347.79,365.07,2.35,-1.09,2.59,19.54,,3.31,0.14,0.0,0.32,1.99,60.61,164.18,516.27
1980,3,21,0.0,35.43,19.34,27.38,343.93,371.58,1.75,-0.89,1.96,17.12,,3.28,0.14,0.0,0.29,1.98,60.56,164.1,516.22
1980,3,22,0.0,36.32,19.24,27.78,350.07,361.75,2.75,-0.71,2.84,18.87,,3.26,0.13,0.0,0.28,1.98,60.5,164.01,516.17
1980,3,23,0.0,36.14,20.45,28.3,355.51,364.89,2.63,-0.35,2.65,26.52,,3.45,0.13,0.0,0.33,1.99,60.44,163.91,516.12
1980,3,24,0.0,35.43,20.21,27.82,358.24,360.46,2.63,-0.2,2.64,21.29,,3.45,0.13,0.0,0.32,1.99,60.37,163.82,516.09
1980,3,25,0.0,34.65,20.64,27.64,352.28,358.07,2.01,-0.72,2.14,19.12,,2.95,0.1,0.0,0.32,1.99,60.31,163.71,516.04
1980,3,26,0.0,34.99,20.15,27.57,340.9,376.77,1.16,-3.7,3.88,12.2,,3.35,0.19,0.0,0.36,1.99,60.24,163.61,515.97
1980,3,27,0.0,34.15,19.63,26.89,345.31,355.92,-0.55,-0.48,0.73,18.0,,3.41,0.15,0.0,0.36,1.99,60.17,163.5,515.92
1980,3,28,0.0,34.44,20.49,27.46,340.77,379.57,2.85,0.39,2.88,11.1,,3.49,0.12,0.0,0.29,1.98,60.11,163.41,515.89
1980,3,29,0.0,36.4,20.69,28.54,346.0,383.8,3.98,0.47,4.01,30.84,,3.49,0.11,0.02,0.35,1.99,60.04,163.31,515.84
1980,3,30,0.0,34.2,19.4,26.8,343.53,377.88,0.94,-2.46,2.63,17.31,,3.46,0.11,0.0,0.33,1.99,59.98,163.2,515.78
1980,3,31,0.0,33.26,17.83,25.54,331.75,385.72,1.42,-1.85,2.33,16.98,,3.42,0.1,0.0,0.33,1.99,59.92,163.11,515.73
1980,4,1,0.0,33.5,18.91,26.2,341.54,385.09,0.62,-2.59,2.66,19.3,,3.47,0.15,0.0,0.3,1.99,59.86,163.02,515.69
1980,4,2,0.0,35.94,19.59,27.76,343.9,388.52,0.27,-0.86,0.9,22.34,,3.49,0.12,0.0,0.25,1.98,59.81,162.93,515.66
1980,4,3,0.0,36.85,21.83,29.34,374.65,371.74,1.56,0.06,1.56,23.95,,3.49,0.1,0.04,0.24,1.99,59.77,162.87,515.63
1980,4,4,0.0,37.99,21.6,29.8,372.48,358.33,0.44,-3.01,3.04,14.61,,3.5,0.1,0.02,0.25,1.99,59.72,162.79,515.58
1980,4,5,0.0,37.52,21.31,29.42,371.34,377.07,0.79,-0.67,1.04,19.19,,3.49,0.09,0.07,0.23,1.99,59.68,162.73,515.56
1980,4,6,0.0,38.05,22.09,30.07,379.9,370.07,0.39,-0.43,0.58,16.22,,3.49,0.09,0.01,0.21,1.98,59.64,162.67,515.52
1980,4,7,0.0,39.01,22.31,30.66,390.73,327.69,-0.31,-0.9,0.95,21.56,,3.49,0.09,0.07,0.23,1.99,59.59,162.61,515.47
1980,4,8,0.0,39.95,24.79,32.37,389.24,344.9,1.74,-2.15,2.77,14.6,,3.5,0.08,0.12,0.22,1.99,59.56,162.53,515.45
1980,4,9,0.0,40.19,24.44,32.32,377.36,367.11,2.56,-0.93,2.72,14.14,,3.6,0.08,0.06,0.21,1.99,59.52,162.48,515.43
1980,4,10,0.0,40.01,24.66,32.34,372.8,377.56,5.22,-0.03,5.22,14.86,,3.59,0.08,0.18,0.23,1.99,59.48,162.4,515.39
1980,4,11,0.0,39.61,23.67,31.64,359.19,401.48,5.24,1.36,5.41,19.55,,3.68,0.08,0.0,0.26,1.98,59.42,162.32,515.33
1980,4,12,0.0,38.0,24.41,31.2,357.57,397.97,3.73,-0.31,3.74,20.95,,3.65,0.08,0.0,0.25,1.98,59.37,162.22,515.29
1980,4,13,0.0,38.09,23.44,30.76,354.8,396.61,-0.22,-1.69,1.7,13.55,,3.54,0.07,0.0,0.2,1.98,59.33,162.17,515.26
1980,4,14,0.0,37.66,22.5,30.08,352.45,401.54,1.55,-0.56,1.65,15.14,,3.56,0.07,0.0,0.21,1.98,59.29,162.1,515.23
1980,4,15,0.0,39.56,23.67,31.62,364.71,394.42,1.25,-0.42,1.32,18.01,,3.54,0.07,0.0,0.2,1.98,59.26,162.05,515.21
1980,4,16,0.0,39.89,24.24,32.06,364.63,395.6,0.68,0.83,1.07,15.49,,3.6,0.07,0.01,0.2,1.98,59.22,161.99,515.16
1980,4,17,0.0,40.06,24.87,32.47,372.25,392.02,1.88,1.23,2.25,13.48,,3.66,0.1,0.0,0.2,1.98,59.18,161.93,515.13
1980,4,18,0.0,40.55,25.51,33.03,372.67,394.67,2.34,-0.53,2.4,10.86,,3.7,0.08,0.01,0.2,1.97,59.15,161.88,515.11
1980,4,19,0.0,41.24,25.48,33.36,381.72,393.02,1.79,-1.23,2.17,12.63,,3.69,0.07,0.08,0.2,1.98,59.12,161.83,515.09
1980,4,20,0.0,41.27,25.67,33.47,388.52,387.35,2.35,-0.64,2.44,12.76,,3.73,0.07,0.07,0.2,1.98,59.09,161.78,515.07
1980,4,21,0.0,41.61,25.59,33.6,391.31,388.02,3.91,0.19,3.91,13.53,,3.76,0.08,0.0,0.2,1.98,59.06,161.72,515.03
1980,4,22,0.0,40.98,26.58,33.78,396.31,365.85,3.97,2.15,4.51,21.98,,3.84,0.08,0.12,0.21,2.03,59.02,161.66,515.0
1980,4,23,0.0,40.4,24.52,32.46,367.76,403.47,4.08,-0.14,4.08,15.96,,3.73,0.1,0.0,0.21,1.99,58.98,161.6,514.95
1980,4,24,0.0,39.87,24.21,32.04,361.64,408.39,4.08,0.71,4.14,19.26,,3.75,0.08,0.0,0.21,1.98,58.95,161.53,514.92
1980,4,25,0.0,39.75,24.61,32.18,356.24,416.59,4.2,0.35,4.21,17.75,,3.77,0.07,0.0,0.21,1.98,58.91,161.47,514.91
1980,4,26,0.0,39.77,23.91,31.84,367.56,407.65,4.53,1.16,4.68,22.1,,3.82,0.06,0.0,0.22,1.98,58.87,161.39,514.87
1980,4,27,0.0,39.55,24.28,31.92,361.88,413.05,3.54,1.16,3.73,26.14,,3.82,0.06,0.0,0.23,1.98,58.82,161.32,514.82
1980,4,28,0.0,39.39,24.61,32.0,372.45,411.75,1.66,0.23,1.68,17.77,,3.85,0.06,0.0,0.19,1.98,58.79,161.27,514.8
1980,4,29,0.0,39.85,24.99,32.42,383.51,400.27,1.88,0.66,1.99,16.21,,3.76,0.06,0.03,0.2,1.98,58.76,161.21,514.76
1980,4,30,0.0,41.35,26.09,33.72,383.38,405.55,2.87,1.17,3.1,13.9,,3.66,0.07,0.04,0.19,1.99,58.73,161.17,514.74
1980,5,1,0.0,41.37,25.82,33.6,390.81,398.01,2.12,-0.38,2.15,22.02,,3.79,0.06,0.25,0.2,2.05,58.7,161.12,514.72
1980,5,2,0.0,42.29,26.34,34.32,392.14,396.93,2.83,-0.54,2.88,14.61,,3.75,0.06,0.35,0.2,2.05,58.68,161.08,514.7
1980,5,3,0.0,42.36,26.49,34.42,397.6,363.91,3.12,-0.5,3.16,17.48,,3.8,0.08,0.0,0.2,2.02,58.65,161.03,514.67
1980,5,4,0.0,42.18,25.96,34.07,395.83,405.47,5.53,1.07,5.63,14.0,,3.99,0.07,0.0,0.19,2.0,58.62,160.98,514.64
1980,5,5,0.0,41.7,26.37,34.04,375.68,371.03,4.93,1.49,5.15,14.91,,3.65,0.05,0.0,0.21,1.99,58.58,160.91,514.6
1980,5,6,0.0,41.21,26.28,33.75,372.94,412.48,4.9,1.84,5.23,17.11,,4.05,0.06,0.0,0.2,1.98,58.54,160.84,514.56
1980,5,7,0.0,40.91,25.8,33.35,369.81,417.29,4.92,1.9,5.27,20.01,,4.08,0.05,0.0,0.21,1.98,58.5,160.77,514.54
1980,5,8,0.0,40.48,26.38,33.43,371.74,418.05,5.62,2.03,5.98,17.85,,4.09,0.05,0.0,0.22,1.98,58.45,160.69,514.49
1980,5,9,0.0,39.67,25.44,32.56,375.74,411.16,5.46,1.69,5.72,19.52,,4.04,0.08,0.0,0.22,1.98,58.41,160.62,514.45
1980,5,10,0.0,39.78,25.0,32.39,372.59,416.66,4.58,0.67,4.63,23.89,,4.05,0.06,0.0,0.24,1.99,58.36,160.53,514.4
1980,5,11,0.0,38.38,25.79,32.08,387.13,416.45,3.26,1.84,3.74,18.48,,3.89,0.05,0.05,0.19,1.99,58.32,160.47,514.37
1980,5,12,0.0,40.88,26.59,33.74,403.55,402.56,3.58,1.53,3.89,32.1,,3.82,0.05,0.65,0.24,2.43,58.28,160.39,514.31
1980,5,13,0.0,40.76,25.63,33.2,396.21,410.01,2.93,2.58,3.9,29.86,,4.01,0.05,0.52,0.26,2.37,58.24,160.31,514.28
1980,5,14,0.0,40.82,26.0,33.41,394.85,412.01,4.22,1.72,4.56,23.49,,4.06,0.06,0.23,0.25,2.29,58.2,160.26,514.26
1980,5,15,0.0,40.87,26.16,33.52,382.38,420.4,4.48,0.73,4.54,19.18,,4.13,0.09,0.0,0.22,2.16,58.17,160.2,514.23
1980,5,16,0.0,40.61,26.38,33.49,378.43,418.73,4.09,1.18,4.26,20.27,,3.73,0.06,0.0,0.21,2.08,58.13,160.15,514.2
1980,5,17,0.0,40.45,26.65,33.55,388.02,417.18,5.02,2.74,5.72,27.98,,4.0,0.06,0.0,0.2,2.04,58.1,160.07,514.15
1980,5,18,0.0,40.17,27.12,33.65,399.04,413.1,4.77,2.69,5.48,33.46,,4.0,0.05,0.0,0.23,2.02,58.05,159.99,514.09
1980,5,19,0.0,40.16,26.4,33.28,387.02,418.87,3.82,0.27,3.83,20.63,,4.02,0.05,0.0,0.2,2.0,58.01,159.92,514.07
1980,5,20,0.0,39.81,26.42,33.12,389.79,401.07,3.27,0.45,3.3,23.17,,4.05,0.05,0.02,0.21,1.99,57.97,159.87,514.03
1980,5,21,0.0,39.53,26.54,33.03,385.07,413.89,3.06,0.86,3.18,23.16,,4.03,0.05,0.0,0.2,1.98,57.94,159.78,513.99
1980,5,22,0.0,39.53,25.79,32.66,388.98,405.47,3.3,0.86,3.41,22.35,,3.93,0.05,0.02,0.2,2.0,57.9,159.72,513.96
1980,5,23,0.0,40.03,26.58,33.3,381.01,421.55,4.53,1.38,4.74,19.65,,4.06,0.04,0.0,0.2,1.98,57.86,159.65,513.92
1980,5,24,0.0,40.0,26.47,33.24,390.77,418.31,5.55,1.12,5.66,21.27,,4.19,0.04,0.0,0.2,1.98,57.82,159.58,513.89
1980,5,25,0.0,40.63,27.1,33.86,387.42,424.41,5.39,1.05,5.49,19.32,,4.15,0.05,0.0,0.2,1.98,57.78,159.51,513.83
1980,5,26,0.0,40.92,26.84,33.88,391.81,420.49,5.33,0.39,5.34,18.99,,4.17,0.05,0.0,0.19,1.98,57.75,159.45,513.81
1980,5,27,0.0,41.3,26.91,34.1,385.48,430.64,5.45,1.03,5.55,15.75,,4.18,0.04,0.0,0.18,1.97,57.72,159.4,513.79
1980,5,28,0.0,41.02,26.97,34.0,386.34,427.53,5.75,3.48,6.72,30.28,,4.25,0.04,0.0,0.2,1.98,57.68,159.32,513.73
1980,5,29,0.0,40.29,26.09,33.19,407.25,416.88,5.1,4.12,6.56,36.37,,4.29,0.04,0.0,0.21,1.99,57.63,159.25,513.68
1980,5,30,0.0,39.55,27.07,33.31,411.98,415.96,4.42,2.77,5.22,34.94,,4.27,0.04,0.0,0.21,1.99,57.59,159.16,513.63
1980,5,31,0.0,39.37,27.74,33.56,415.2,417.77,3.95,2.05,4.45,29.74,,4.15,0.07,0.0,0.19,1.98,57.56,159.11,513.61
1980,6,1,0.05,40.32,28.14,34.23,423.22,411.87,3.57,1.47,3.86,34.6,,4.13,0.18,0.16,0.19,2.05,57.53,159.04,513.59
1980,6,2,0.47,40.97,27.38,34.17,430.29,408.13,2.44,1.49,2.86,33.22,,3.89,1.09,0.08,0.19,2.33,57.49,158.99,513.56
1980,6,3,8.57,40.64,24.96,32.8,436.08,401.76,2.44,-0.11,2.44,45.93,,3.48,1.77,0.62,0.29,3.2,57.45,158.91,513.51
1980,6,4,0.58,37.79,25.72,31.76,428.67,408.45,2.68,1.22,2.94,49.87,,3.81,2.71,0.95,0.34,4.04,57.42,158.86,513.46
1980,6,5,5.01,39.4,24.69,32.04,428.62,403.6,3.15,1.67,3.57,49.83,,4.0,3.04,1.17,0.73,5.35,57.38,158.78,513.42
1980,6,6,0.78,36.44,24.76,30.6,437.48,283.81,0.46,1.67,1.73,70.64,,2.03,1.07,0.65,0.64,8.12,57.32,158.68,513.38
1980,6,7,2.87,35.16,24.85,30.0,440.72,200.98,0.08,0.49,0.5,64.4,,4.11,1.93,2.34,1.03,11.2,57.27,158.57,513.31
1980,6,8,0.14,36.27,25.29,30.78,431.07,384.65,2.65,1.47,3.03,51.69,,4.11,1.61,1.45,1.94,10.96,57.21,158.48,513.26
1980,6,9,2.3,37.48,26.04,31.76,436.47,383.95,4.67,1.42,4.88,48.25,,3.88,1.3,0.32,1.72,9.57,57.16,158.39,513.2
1980,6,10,0.73,38.2,26.36,32.28,423.6,408.35,3.91,2.01,4.4,45.43,,4.06,1.36,0.0,1.47,8.2,57.11,158.29,513.16
1980,6,11,1.07,38.45,27.83,33.14,431.65,395.64,4.51,2.14,4.99,43.92,,4.17,1.61,0.47,1.27,7.02,57.08,158.22,513.11
1980,6,12,0.9,39.33,27.7,33.52,438.72,376.17,4.82,2.14,5.27,47.08,,4.16,1.69,0.44,1.0,6.49,57.03,158.15,513.06
1980,6,13,6.89,38.32,25.52,31.92,438.83,399.52,2.63,1.03,2.82,58.49,,3.91,3.17,1.13,0.9,7.24,57.0,158.07,513.03
1980,6,14,12.8,38.28,24.16,31.22,436.25,401.0,4.48,2.29,5.03,56.75,,3.56,2.88,1.35,1.23,7.82,56.96,158.0,512.99
1980,6,15,0.73,37.15,24.7,30.92,422.42,414.31,3.68,2.1,4.24,44.5,,3.79,3.07,0.16,1.22,6.84,56.92,157.92,512.93
1980,6,16,9.32,37.46,25.69,31.58,426.71,414.01,3.54,2.03,4.08,39.51,,3.92,2.89,0.07,1.03,5.91,56.89,157.86,512.89
1980,6,17,1.4,38.65,27.61,33.13,435.26,410.22,3.26,1.99,3.82,40.98,,4.28,2.67,0.44,0.88,5.53,56.86,157.8,512.84
1980,6,18,0.54,39.7,27.68,33.69,438.02,408.22,4.07,2.02,4.54,54.86,,3.91,1.96,0.6,0.75,5.99,56.82,157.72,512.81
