year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,2,12,0.0,30.39,12.21,21.3,316.05,307.87,-2.31,0.05,2.31,17.59,,2.72,0.34,0.0,0.32,2.43,67.46,174.87,542.12
1980,2,13,0.0,32.08,14.02,23.05,340.12,305.3,-0.37,1.62,1.66,31.38,,2.84,0.34,0.0,0.3,2.43,67.41,174.79,542.09
1980,2,14,0.0,33.99,15.33,24.66,352.67,301.17,3.45,0.92,3.57,29.04,,2.51,0.29,0.0,0.31,2.43,67.34,174.71,542.03
1980,2,15,0.0,33.23,14.54,23.88,314.43,314.91,2.27,-0.64,2.36,30.1,,2.7,0.3,0.0,0.31,2.44,67.28,174.62,542.0
1980,2,16,0.0,30.16,11.9,21.03,305.99,316.19,-0.58,-1.41,1.52,23.11,,2.68,0.29,0.0,0.33,2.43,67.22,174.56,541.97
1980,2,17,0.0,30.37,11.49,20.93,311.35,318.91,-0.21,-1.25,1.27,25.76,,2.74,0.53,0.0,0.31,2.43,67.16,174.47,541.93
1980,2,18,0.0,30.54,12.38,21.46,321.11,316.6,-0.32,-0.64,0.72,22.45,,2.83,0.41,0.0,0.3,2.43,67.1,174.42,541.91
1980,2,19,0.0,32.48,13.65,23.06,329.77,316.39,2.4,-1.41,2.78,27.86,,2.88,0.8,0.0,0.3,2.43,67.05,174.32,541.88
1980,2,20,0.0,32.85,15.26,24.06,344.0,315.75,0.16,-1.48,1.49,32.23,,2.99,0.68,0.0,0.29,2.43,67.0,174.26,541.8
1980,2,21,0.0,34.22,16.49,25.35,346.7,318.19,1.83,-1.44,2.33,33.13,,3.05,0.52,0.0,0.28,2.43,66.96,174.2,541.78
1980,2,22,0.0,35.3,16.81,26.06,348.81,319.73,1.76,-2.27,2.87,30.43,,3.13,0.42,0.0,0.27,2.43,66.9,174.13,541.77
1980,2,23,0.0,35.1,17.81,26.46,348.89,320.37,3.07,-1.63,3.48,29.32,,3.08,0.36,0.0,0.27,2.43,66.86,174.07,541.74
1980,2,24,0.0,34.42,17.2,25.81,334.46,325.78,1.75,-1.03,2.03,32.8,,3.03,0.32,0.0,0.29,2.43,66.8,173.99,541.69
1980,2,25,0.0,34.19,16.45,25.32,328.69,331.23,-1.56,-1.12,1.92,20.11,,2.98,0.3,0.0,0.28,2.43,66.76,173.94,541.66
1980,2,26,0.0,34.01,14.99,24.5,327.24,334.34,-1.18,-0.98,1.53,19.42,,3.01,0.29,0.0,0.27,2.43,66.72,173.89,541.64
1980,2,27,0.0,35.07,15.83,25.45,329.06,337.34,2.69,-0.18,2.7,14.96,,3.09,0.28,0.0,0.27,2.43,66.68,173.84,541.57
1980,2,28,0.0,35.38,17.57,26.48,342.76,328.47,3.55,0.27,3.56,24.22,,3.17,0.27,0.01,0.29,2.43,66.63,173.76,541.55
1980,2,29,0.0,34.2,17.74,25.97,348.77,327.48,4.23,1.2,4.4,32.68,,3.06,0.25,0.0,0.31,2.44,66.56,173.67,541.53
1980,3,1,0.0,32.26,16.28,24.27,327.71,337.83,1.05,-1.26,1.64,29.93,,3.04,0.24,0.0,0.29,2.43,66.51,173.61,541.47
1980,3,2,0.0,32.92,15.37,24.14,330.96,341.07,2.24,-0.33,2.26,25.17,,3.07,0.23,0.0,0.27,2.43,66.47,173.56,541.45
1980,3,3,0.0,34.36,17.52,25.94,351.81,335.71,3.65,-0.86,3.75,32.15,,3.22,0.23,0.0,0.27,2.43,66.42,173.48,541.42
1980,3,4,0.0,34.78,17.73,26.26,352.02,337.49,3.14,-2.04,3.74,30.55,,3.24,0.22,0.0,0.27,2.43,66.38,173.42,541.36
1980,3,5,0.0,33.94,18.13,26.03,353.61,340.77,4.1,1.42,4.34,29.49,,3.34,0.21,0.0,0.27,2.43,66.33,173.34,541.32
1980,3,6,0.0,34.18,19.2,26.69,322.55,347.08,3.53,-0.49,3.56,22.76,,3.1,0.19,0.0,0.32,2.44,66.27,173.26,541.27
1980,3,7,0.0,31.53,13.8,22.66,304.61,357.11,2.66,0.07,2.66,15.85,,3.1,0.18,0.0,0.29,2.43,66.22,173.2,541.24
1980,3,8,0.0,31.22,15.12,23.17,304.22,357.07,3.72,-1.64,4.07,23.41,,2.99,0.17,0.0,0.33,2.44,66.15,173.09,541.21
1980,3,9,0.0,28.25,11.49,19.87,299.24,361.51,0.57,-1.82,1.91,22.74,,2.96,0.16,0.0,0.3,2.43,66.09,173.01,541.19
1980,3,10,0.0,29.54,12.37,20.96,305.48,360.97,0.93,-1.14,1.47,27.2,,3.07,0.18,0.0,0.29,2.43,66.05,172.96,541.12
1980,3,11,0.0,30.8,13.85,22.32,313.7,360.87,0.6,-1.09,1.24,22.3,,3.15,0.16,0.0,0.28,2.43,66.0,172.89,541.08
1980,3,12,0.0,32.37,15.52,23.94,306.1,366.5,-1.4,-2.57,2.93,11.83,,3.28,0.16,0.0,0.29,2.43,65.96,172.83,541.04
1980,3,13,0.0,33.63,16.33,24.98,317.78,366.66,-2.48,-1.57,2.94,11.38,,3.35,0.15,0.0,0.26,2.42,65.92,172.76,540.98
1980,3,14,0.0,35.14,17.71,26.42,342.43,354.72,-1.52,-0.42,1.58,15.49,,3.39,0.15,0.0,0.24,2.42,65.88,172.71,540.97
1980,3,15,0.0,36.48,17.69,27.08,356.96,351.95,1.26,0.91,1.55,29.78,,3.5,0.15,0.02,0.23,2.43,65.85,172.65,540.95
1980,3,16,0.0,37.1,18.66,27.88,357.58,352.44,3.85,0.36,3.87,23.27,,3.4,0.14,0.02,0.24,2.43,65.81,172.59,540.92
1980,3,17,0.0,36.74,19.12,27.93,358.87,358.49,3.43,2.03,3.99,22.35,,3.46,0.13,0.02,0.25,2.43,65.77,172.53,540.89
1980,3,18,0.0,36.2,18.28,27.24,348.08,349.6,3.25,0.64,3.31,29.62,,3.42,0.13,0.04,0.26,2.44,65.73,172.48,540.86
1980,3,19,0.0,35.2,18.02,26.61,344.98,367.08,1.79,-0.44,1.84,34.55,,3.46,0.12,0.0,0.23,2.43,65.69,172.42,540.8
1980,3,20,0.0,35.81,19.15,27.48,353.92,365.93,2.64,-0.33,2.66,23.7,,3.54,0.12,0.0,0.22,2.42,65.67,172.37,540.79
1980,3,21,0.0,37.39,21.13,29.26,354.28,367.33,2.0,-1.67,2.61,17.28,,3.57,0.12,0.0,0.22,2.42,65.64,172.34,540.77
1980,3,22,0.0,37.77,21.15,29.46,357.77,366.39,3.52,-1.74,3.93,15.95,,3.41,0.11,0.0,0.22,2.42,65.62,172.31,540.74
1980,3,23,0.0,37.71,21.54,29.62,354.88,369.1,3.31,-1.23,3.53,28.46,,3.68,0.11,0.0,0.23,2.43,65.58,172.24,540.72
1980,3,24,0.0,36.41,20.68,28.54,358.55,310.17,3.2,-0.69,3.27,25.53,,3.66,0.11,0.0,0.24,2.43,65.54,172.19,540.69
1980,3,25,0.0,36.52,20.67,28.6,357.84,363.59,3.25,-1.03,3.41,21.48,,3.48,0.1,0.0,0.23,2.42,65.51,172.13,540.66
1980,3,26,0.0,36.65,21.18,28.92,350.8,371.35,0.47,-3.77,3.8,15.21,,3.62,0.17,0.0,0.24,2.42,65.47,172.08,540.62
1980,3,27,0.0,36.89,21.52,29.2,362.08,364.82,-1.19,-0.72,1.39,20.31,,3.5,0.11,0.0,0.23,2.42,65.44,172.03,540.55
1980,3,28,0.0,36.83,22.91,29.87,370.79,325.33,2.49,2.45,3.49,17.76,,3.1,0.08,0.01,0.22,2.43,65.41,171.98,540.53
1980,3,29,0.0,38.3,20.87,29.58,343.75,380.04,3.42,1.08,3.59,24.73,,3.71,0.09,0.0,0.24,2.43,65.38,171.93,540.5
1980,3,30,0.0,35.79,20.52,28.16,354.93,378.37,2.59,-0.6,2.66,33.12,,3.71,0.09,0.0,0.22,2.43,65.35,171.87,540.49
1980,3,31,0.0,35.98,19.43,27.7,339.46,383.4,1.64,-1.04,1.94,22.85,,3.68,0.09,0.0,0.22,2.42,65.32,171.82,540.45
1980,4,1,0.0,35.55,18.63,27.09,343.87,385.55,0.98,-2.2,2.41,27.14,,3.74,0.15,0.0,0.22,2.42,65.29,171.77,540.43
1980,4,2,0.0,37.46,20.15,28.8,345.2,387.66,0.54,-0.87,1.02,22.37,,3.79,0.1,0.0,0.2,2.42,65.27,171.74,540.42
1980,4,3,0.0,38.41,20.26,29.34,358.28,388.88,2.22,-0.34,2.25,24.17,,3.86,0.08,0.0,0.19,2.42,65.24,171.71,540.41
1980,4,4,0.0,38.76,21.76,30.26,382.57,366.86,2.18,-0.4,2.22,22.85,,3.64,0.07,0.0,0.19,2.42,65.23,171.67,540.37
1980,4,5,0.0,39.5,22.34,30.92,375.27,372.01,-0.62,-0.17,0.64,20.33,,3.8,0.08,0.04,0.19,2.42,65.21,171.65,540.34
1980,4,6,0.0,39.81,23.3,31.56,382.3,371.07,-0.02,-0.09,0.09,18.64,,3.83,0.07,0.08,0.19,2.42,65.19,171.61,540.34
1980,4,7,0.0,40.2,22.7,31.45,381.17,371.36,0.44,1.45,1.52,19.64,,3.82,0.07,0.07,0.19,2.42,65.17,171.59,540.33
1980,4,8,0.0,40.85,24.36,32.61,401.38,360.1,3.43,-1.68,3.82,13.0,,3.94,0.07,0.02,0.19,2.42,65.15,171.55,540.3
1980,4,9,0.0,41.33,24.95,33.14,388.11,368.59,3.88,-1.42,4.13,12.6,,3.92,0.07,0.01,0.19,2.41,65.13,171.5,540.3
1980,4,10,0.0,41.21,24.25,32.73,378.96,374.83,5.05,0.15,5.05,18.12,,3.89,0.06,0.01,0.2,2.42,65.11,171.49,540.26
1980,4,11,0.0,40.05,23.42,31.74,356.5,398.29,5.09,2.06,5.49,21.71,,3.96,0.06,0.0,0.21,2.42,65.08,171.44,540.22
1980,4,12,0.0,39.18,24.15,31.66,360.93,392.92,2.7,-0.17,2.71,26.39,,3.97,0.06,0.0,0.2,2.42,65.06,171.39,540.18
1980,4,13,0.0,39.53,23.68,31.6,372.18,394.11,2.61,-0.78,2.72,26.89,,3.92,0.06,0.0,0.18,2.42,65.03,171.35,540.17
1980,4,14,0.0,39.48,23.18,31.33,386.89,358.48,1.74,1.15,2.09,21.12,,3.91,0.05,0.24,0.19,2.44,65.01,171.33,540.15
1980,4,15,0.0,40.8,23.98,32.39,365.04,393.8,3.59,0.13,3.59,13.4,,3.87,0.05,0.0,0.19,2.42,64.99,171.29,540.12
1980,4,16,0.0,40.84,25.17,33.01,365.14,395.02,3.59,1.38,3.85,15.95,,3.84,0.05,0.0,0.19,2.42,64.98,171.27,540.11
1980,4,17,0.0,40.75,24.9,32.83,357.3,397.58,3.11,1.06,3.29,12.75,,4.08,0.1,0.0,0.19,2.41,64.96,171.23,540.11
1980,4,18,0.0,41.01,24.94,32.98,382.62,379.92,2.94,-1.16,3.16,12.75,,4.04,0.06,0.0,0.18,2.41,64.94,171.2,540.08
1980,4,19,0.0,42.16,25.53,33.84,386.83,387.17,1.33,-2.46,2.8,12.08,,4.1,0.05,0.01,0.18,2.41,64.93,171.17,540.04
1980,4,20,0.0,42.5,25.9,34.2,386.59,389.89,1.78,-1.88,2.59,11.25,,4.1,0.05,0.02,0.19,2.41,64.91,171.15,540.04
1980,4,21,0.0,42.61,26.61,34.61,394.59,394.01,3.91,-0.76,3.98,15.25,,3.91,0.04,0.0,0.19,2.41,64.89,171.11,540.01
1980,4,22,0.0,40.04,26.84,33.44,397.86,360.87,3.63,0.58,3.68,25.37,,4.16,0.04,0.02,0.21,2.49,64.87,171.07,539.98
1980,4,23,0.0,40.8,25.67,33.24,386.33,393.41,4.39,0.47,4.42,24.97,,4.19,0.08,0.01,0.2,2.44,64.85,171.04,539.96
1980,4,24,0.0,40.28,24.97,32.62,373.44,401.05,3.69,-0.23,3.7,20.03,,4.15,0.06,0.0,0.18,2.42,64.83,171.01,539.96
1980,4,25,0.0,40.64,24.13,32.38,369.6,407.11,4.44,0.24,4.45,20.04,,4.12,0.04,0.0,0.18,2.42,64.81,170.97,539.94
1980,4,26,0.0,40.66,24.51,32.58,378.27,389.82,4.39,-0.31,4.4,22.92,,4.13,0.04,0.0,0.18,2.42,64.79,170.93,539.91
1980,4,27,0.0,39.96,24.77,32.36,369.6,402.34,3.37,0.97,3.51,24.93,,4.13,0.04,0.0,0.19,2.42,64.77,170.89,539.89
1980,4,28,0.0,40.0,24.11,32.06,368.55,407.07,3.39,0.26,3.4,20.18,,4.18,0.04,0.0,0.18,2.42,64.75,170.86,539.86
1980,4,29,0.0,40.36,24.84,32.6,371.38,406.94,3.67,0.71,3.74,14.18,,4.24,0.04,0.0,0.18,2.41,64.74,170.85,539.86
1980,4,30,0.0,41.89,25.48,33.68,383.18,401.9,3.74,0.19,3.74,16.18,,4.15,0.03,0.0,0.18,2.42,64.72,170.81,539.84
1980,5,1,0.0,41.68,25.85,33.76,389.19,402.54,2.47,-1.01,2.67,19.12,,4.05,0.03,0.21,0.17,2.43,64.7,170.77,539.8
1980,5,2,0.01,42.63,27.25,34.94,394.22,395.86,2.14,-0.98,2.35,16.25,,4.1,0.03,0.22,0.19,2.45,64.69,170.75,539.8
1980,5,3,0.0,42.95,27.34,35.15,397.04,388.16,4.01,-1.3,4.22,16.21,,4.09,0.07,0.0,0.18,2.42,64.67,170.72,539.79
1980,5,4,0.0,42.88,26.93,34.9,401.86,389.31,5.18,0.51,5.21,26.64,,4.11,0.04,0.0,0.18,2.42,64.66,170.7,539.76
1980,5,5,0.0,41.91,27.16,34.53,382.05,382.87,5.46,1.14,5.58,24.21,,4.22,0.03,0.0,0.18,2.42,64.63,170.66,539.73
1980,5,6,0.0,41.47,27.08,34.28,373.19,408.55,5.14,1.15,5.27,26.55,,4.28,0.03,0.0,0.19,2.42,64.62,170.63,539.71
1980,5,7,0.0,41.11,26.38,33.74,371.36,411.91,4.64,0.23,4.65,25.0,,4.35,0.03,0.0,0.18,2.42,64.59,170.58,539.68
1980,5,8,0.0,41.5,26.53,34.02,375.99,413.61,4.9,1.74,5.2,24.06,,4.34,0.03,0.0,0.18,2.42,64.58,170.55,539.65
1980,5,9,0.0,41.13,26.43,33.78,373.17,416.32,5.31,0.59,5.34,26.51,,4.37,0.06,0.0,0.18,2.42,64.56,170.52,539.63
1980,5,10,0.0,41.16,25.82,33.49,386.56,411.14,5.29,0.87,5.36,24.58,,4.35,0.04,0.0,0.19,2.42,64.54,170.49,539.62
1980,5,11,0.0,39.78,26.49,33.14,376.33,415.39,4.51,1.66,4.81,23.53,,4.14,0.03,0.0,0.18,2.41,64.52,170.47,539.6
1980,5,12,0.0,41.49,26.71,34.1,389.61,406.74,4.66,2.52,5.3,31.58,,4.25,0.03,0.59,0.18,2.44,64.5,170.43,539.55
1980,5,13,0.0,41.35,26.01,33.68,386.63,407.82,4.67,2.61,5.35,31.33,,4.09,0.03,0.03,0.18,2.43,64.49,170.38,539.54
1980,5,14,0.0,41.36,26.62,33.99,392.89,406.35,3.52,2.27,4.19,24.27,,4.2,0.51,0.32,0.18,2.51,64.46,170.36,539.52
1980,5,15,0.0,41.42,26.58,34.0,395.68,397.52,4.66,0.94,4.75,22.25,,4.37,1.1,0.0,0.19,2.45,64.45,170.32,539.5
1980,5,16,0.0,41.43,27.12,34.28,391.85,407.73,5.3,1.25,5.45,26.11,,4.3,0.67,0.13,0.18,2.43,64.43,170.27,539.47
1980,5,17,0.0,41.48,26.74,34.11,392.39,409.89,5.97,2.54,6.49,37.11,,4.4,0.43,0.0,0.18,2.42,64.41,170.25,539.44
1980,5,18,0.0,40.97,26.92,33.94,401.09,408.1,5.4,2.2,5.83,40.22,,4.36,0.27,0.0,0.18,2.42,64.39,170.2,539.42
1980,5,19,0.0,40.69,26.55,33.62,402.84,401.88,3.92,1.07,4.06,30.91,,4.26,0.18,0.07,0.18,2.42,64.37,170.17,539.41
1980,5,20,0.0,40.05,26.41,33.23,395.27,408.34,3.77,0.98,3.9,30.56,,4.21,0.13,0.0,0.18,2.42,64.35,170.13,539.38
1980,5,21,0.0,39.63,25.34,32.48,391.42,407.85,3.39,-0.18,3.39,25.93,,4.34,0.11,0.0,0.18,2.42,64.33,170.11,539.35
1980,5,22,0.0,40.06,25.99,33.02,393.08,408.64,4.12,0.79,4.2,31.49,,4.29,0.09,0.01,0.18,2.42,64.32,170.07,539.32
1980,5,23,0.0,40.42,26.43,33.42,390.08,407.38,4.53,0.84,4.61,28.1,,4.42,0.08,0.02,0.19,2.42,64.29,170.03,539.32
1980,5,24,0.0,40.34,26.14,33.24,393.65,409.13,5.73,0.83,5.79,34.15,,4.42,0.07,0.0,0.18,2.42,64.27,170.0,539.28
1980,5,25,0.0,40.71,25.98,33.34,387.81,417.45,5.08,0.6,5.12,25.34,,4.4,0.06,0.0,0.18,2.42,64.25,169.95,539.27
1980,5,26,0.0,40.74,26.31,33.52,393.25,409.38,5.24,0.32,5.25,26.14,,4.44,0.05,0.0,0.18,2.42,64.24,169.93,539.23
1980,5,27,0.0,41.21,26.36,33.78,389.84,420.24,5.6,0.48,5.62,29.11,,4.42,0.05,0.0,0.18,2.42,64.22,169.88,539.21
1980,5,28,0.0,41.11,26.46,33.78,391.29,414.78,5.88,2.65,6.45,39.34,,4.45,0.04,0.0,0.18,2.42,64.2,169.85,539.19
1980,5,29,0.0,40.13,26.34,33.24,402.7,414.82,5.61,3.73,6.74,40.27,,4.44,0.04,0.0,0.18,2.42,64.18,169.81,539.17
1980,5,30,0.0,39.34,26.89,33.12,413.03,409.09,5.19,2.44,5.73,39.74,,4.44,0.04,0.0,0.18,2.42,64.15,169.77,539.13
1980,5,31,0.0,39.67,27.32,33.5,418.1,403.67,4.97,1.47,5.18,38.26,,4.42,0.61,0.04,0.17,2.42,64.14,169.72,539.11
1980,6,1,0.0,40.37,27.04,33.7,425.76,402.11,4.44,2.17,4.94,44.53,,4.22,1.06,0.13,0.18,2.66,64.12,169.69,539.08
1980,6,2,4.06,39.97,26.73,33.35,433.25,398.81,3.31,1.07,3.48,40.27,,4.25,2.05,0.33,0.2,2.91,64.1,169.65,539.05
1980,6,3,27.95,40.0,22.48,31.24,436.68,368.67,4.07,0.65,4.12,50.81,,2.1,0.78,1.06,0.22,3.19,64.08,169.62,539.01
1980,6,4,1.17,36.43,24.58,30.5,433.0,396.95,4.08,0.95,4.19,45.43,,2.83,1.36,1.41,0.25,3.38,64.06,169.58,538.98
1980,6,5,2.35,38.14,24.04,31.09,439.31,379.95,3.11,1.86,3.62,53.98,,3.44,2.57,1.23,0.29,4.18,64.04,169.53,538.96
1980,6,6,17.16,35.59,23.19,29.39,439.81,155.32,0.48,1.18,1.27,81.75,,1.83,1.55,1.77,0.26,7.55,64.02,169.5,538.92
1980,6,7,8.32,33.9,23.98,28.94,436.72,87.86,2.85,0.66,2.93,90.09,,2.84,2.38,1.85,0.23,18.61,64.02,169.5,538.92
1980,6,8,0.12,33.43,23.82,28.62,434.95,193.8,3.97,2.22,4.55,76.72,,3.61,3.03,2.37,1.32,24.83,64.04,169.45,538.87
1980,6,9,4.26,34.56,25.16,29.86,433.72,346.93,4.56,1.83,4.91,61.31,,3.51,2.87,0.02,3.18,21.85,64.06,169.41,538.86
1980,6,10,4.52,35.72,24.9,30.31,429.8,314.66,3.87,1.92,4.32,58.15,,3.82,2.89,0.05,2.64,19.01,64.04,169.35,538.84
1980,6,11,0.0,36.75,26.95,31.85,426.26,383.73,4.84,2.21,5.32,56.45,,4.1,2.91,0.0,2.85,16.19,64.01,169.29,538.8
1980,6,12,5.27,37.07,25.26,31.16,440.29,355.28,5.17,1.57,5.4,57.25,,3.37,2.56,0.49,2.08,14.08,63.99,169.25,538.79
1980,6,13,4.25,35.4,24.28,29.84,438.05,377.83,4.8,1.38,4.99,57.0,,3.69,3.12,1.06,1.78,12.68,63.97,169.2,538.75
1980,6,14,49.78,36.39,23.21,29.8,438.99,344.5,5.57,1.81,5.86,59.59,,2.99,2.54,0.78,1.45,12.01,63.95,169.16,538.68
1980,6,15,22.57,35.31,23.36,29.34,428.63,377.5,4.99,1.47,5.2,62.85,,3.07,2.62,0.56,1.39,10.7,63.92,169.11,538.66
1980,6,16,2.76,34.64,24.47,29.56,433.57,373.96,5.07,1.5,5.29,51.1,,3.21,2.73,0.28,1.2,9.39,63.9,169.07,538.62
