year,month,day,prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(mm/day),evap_surface(mm/day),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2)
1980,1,12,0.0,27.73,12.45,20.09,297.98,259.53,0.1,-2.12,2.12,33.44,,2.03,0.9,0.0,0.31,3.61,73.56,184.6,553.46
1980,1,13,0.0,26.64,11.75,19.2,302.77,257.97,-2.32,-1.25,2.64,36.03,,2.1,0.89,0.0,0.29,3.52,73.47,184.55,553.44
1980,1,14,0.0,26.86,11.29,19.08,321.55,255.88,-3.01,-0.94,3.15,36.37,,2.22,0.93,0.0,0.29,3.42,73.38,184.46,553.44
1980,1,15,0.0,27.22,12.86,20.04,336.71,253.55,0.41,0.59,0.72,43.42,,2.25,0.88,0.0,0.28,3.33,73.29,184.4,553.43
1980,1,16,0.0,28.61,13.56,21.08,330.81,255.68,0.82,0.01,0.82,43.43,,2.27,0.84,0.0,0.26,3.24,73.21,184.34,553.43
1980,1,17,0.0,28.88,13.14,21.01,328.03,258.37,-0.22,-0.57,0.61,40.23,,2.25,0.79,0.0,0.26,3.15,73.13,184.3,553.43
1980,1,18,0.0,28.6,12.9,20.75,337.11,258.19,1.01,0.11,1.02,45.07,,2.09,0.7,0.0,0.26,3.07,73.06,184.22,553.4
1980,1,19,0.0,28.99,13.47,21.23,342.23,253.25,-0.51,-1.3,1.4,43.98,,2.25,0.73,0.0,0.25,2.98,72.99,184.17,553.4
1980,1,20,0.0,29.31,13.19,21.25,350.52,245.68,1.94,0.11,1.94,52.58,,2.07,0.83,0.03,0.24,2.96,72.91,184.12,553.37
1980,1,21,0.0,29.85,13.13,21.49,321.41,264.93,1.6,-1.52,2.21,46.93,,2.27,0.83,0.0,0.24,2.88,72.83,184.06,553.36
1980,1,22,0.0,28.45,11.35,19.9,309.27,268.71,-0.15,-2.13,2.14,40.24,,2.22,0.72,0.0,0.25,2.83,72.76,183.99,553.36
1980,1,23,0.0,26.82,9.56,18.19,290.86,272.41,-2.71,-2.19,3.48,21.58,,2.16,0.64,0.0,0.26,2.78,72.66,183.93,553.32
1980,1,24,0.0,25.94,9.41,17.68,295.44,277.1,-1.38,0.05,1.38,25.91,,2.23,0.62,0.0,0.26,2.74,72.59,183.88,553.31
1980,1,25,0.0,28.41,9.62,19.02,311.34,275.82,0.23,1.12,1.14,26.5,,2.36,0.63,0.0,0.24,2.72,72.52,183.8,553.3
1980,1,26,0.0,29.94,11.3,20.62,316.2,277.17,3.75,0.75,3.82,26.02,,2.3,0.61,0.0,0.23,2.7,72.45,183.76,553.28
1980,1,27,0.0,29.56,12.98,21.27,318.09,273.71,3.81,-1.38,4.05,40.23,,2.38,0.58,0.0,0.24,2.69,72.37,183.68,553.27
1980,1,28,0.0,28.29,12.73,20.51,307.26,279.08,3.33,-1.28,3.57,41.66,,2.3,0.54,0.0,0.25,2.68,72.29,183.61,553.25
1980,1,29,0.0,26.31,9.46,17.88,289.4,285.59,-1.1,-1.5,1.86,33.93,,2.23,0.5,0.0,0.25,2.67,72.21,183.56,553.24
1980,1,30,0.0,25.83,8.32,17.08,284.47,289.86,-0.91,-0.76,1.19,33.0,,2.21,0.49,0.0,0.24,2.67,72.14,183.5,553.23
1980,1,31,0.0,26.24,9.29,17.76,298.37,290.47,-0.39,-0.16,0.42,25.05,,2.38,0.49,0.0,0.25,2.66,72.07,183.44,553.2
1980,2,1,0.0,28.27,10.88,19.58,316.26,285.15,2.8,2.06,3.48,29.35,,2.32,0.46,0.0,0.25,2.66,72.01,183.38,553.2
1980,2,2,0.0,29.67,12.36,21.02,315.14,284.23,2.71,0.61,2.78,52.16,,2.17,0.41,0.0,0.24,2.67,71.93,183.31,553.18
1980,2,3,0.0,26.86,12.68,19.77,316.62,285.12,2.15,0.91,2.33,46.91,,1.99,0.36,0.0,0.24,2.66,71.85,183.25,553.17
1980,2,4,0.0,26.84,12.42,19.63,286.78,294.11,3.8,-0.61,3.85,23.68,,2.3,0.4,0.0,0.24,2.66,71.77,183.18,553.16
1980,2,5,0.0,24.8,7.81,16.3,260.29,306.52,-1.56,-2.35,2.82,14.83,,2.29,0.39,0.0,0.25,2.66,71.7,183.11,553.15
1980,2,6,0.0,25.23,6.51,15.87,265.33,305.72,-2.45,-2.32,3.37,13.35,,2.31,0.37,0.0,0.25,2.66,71.63,183.05,553.12
1980,2,7,0.0,24.86,6.51,15.68,278.41,304.25,-2.9,-1.7,3.36,12.61,,2.38,0.37,0.0,0.25,2.66,71.56,183.0,553.12
1980,2,8,0.0,25.81,8.28,17.04,296.59,298.08,-1.19,-1.04,1.58,13.43,,2.5,0.37,0.0,0.24,2.65,71.51,182.95,553.11
1980,2,9,0.0,27.85,10.05,18.95,301.84,300.88,-0.72,-1.41,1.58,21.21,,2.53,0.36,0.0,0.23,2.65,71.46,182.89,553.1
1980,2,10,0.0,29.26,10.36,19.81,297.2,307.83,-2.72,-2.24,3.52,15.86,,2.57,0.35,0.0,0.25,2.65,71.4,182.85,553.1
1980,2,11,0.0,29.04,10.31,19.68,298.14,308.3,-2.52,-1.18,2.78,18.08,,2.58,0.39,0.0,0.24,2.65,71.35,182.81,553.07
1980,2,12,0.0,29.32,10.7,20.01,309.73,307.27,-2.31,-0.12,2.31,16.8,,2.68,0.35,0.0,0.23,2.65,71.3,182.75,553.07
1980,2,13,0.0,30.82,12.42,21.62,331.38,305.25,-0.74,1.15,1.37,30.14,,2.79,0.34,0.0,0.21,2.65,71.26,182.71,553.07
1980,2,14,0.0,32.61,14.1,23.36,352.95,298.66,3.36,1.36,3.62,29.24,,2.4,0.28,0.0,0.22,2.67,71.21,182.66,553.07
1980,2,15,0.0,32.7,13.93,23.32,310.33,313.11,1.77,-1.62,2.4,23.16,,2.71,0.31,0.0,0.22,2.66,71.16,182.6,553.04
1980,2,16,0.0,29.8,11.38,20.59,302.01,314.84,-0.68,-1.52,1.67,21.34,,2.66,0.29,0.0,0.23,2.65,71.11,182.57,553.03
1980,2,17,0.0,29.33,10.95,20.14,307.37,317.08,-0.74,-1.07,1.3,26.12,,2.73,0.5,0.0,0.22,2.65,71.06,182.52,553.01
1980,2,18,0.0,29.36,11.7,20.53,316.99,314.7,0.09,-0.9,0.9,23.39,,2.83,0.39,0.0,0.21,2.65,71.03,182.48,553.01
1980,2,19,0.0,31.41,12.81,22.11,325.91,315.34,2.36,-1.35,2.72,30.89,,2.85,0.38,0.0,0.21,2.65,70.98,182.43,553.0
1980,2,20,0.0,32.11,14.54,23.32,338.93,315.1,-0.14,-1.37,1.38,31.65,,2.99,0.33,0.0,0.21,2.65,70.94,182.41,553.0
1980,2,21,0.0,33.49,15.69,24.59,342.58,316.84,2.12,-1.6,2.66,33.22,,3.04,0.32,0.0,0.2,2.65,70.91,182.38,552.99
1980,2,22,0.0,34.41,15.99,25.2,345.19,317.99,1.25,-2.2,2.53,34.64,,3.11,0.29,0.0,0.2,2.65,70.87,182.33,552.98
1980,2,23,0.0,34.32,17.09,25.7,345.25,318.8,2.92,-0.94,3.07,35.17,,3.07,0.27,0.0,0.2,2.65,70.83,182.31,552.97
1980,2,24,0.0,33.73,16.55,25.14,331.55,324.71,1.33,-1.25,1.83,31.22,,3.02,0.26,0.0,0.2,2.65,70.79,182.26,552.97
1980,2,25,0.0,33.34,15.0,24.17,324.35,329.67,-1.95,-1.72,2.6,17.59,,2.96,0.24,0.0,0.2,2.65,70.76,182.23,552.95
1980,2,26,0.0,32.93,13.63,23.28,322.01,332.72,-1.74,-0.83,1.93,18.26,,3.01,0.23,0.0,0.2,2.65,70.73,182.19,552.94
1980,2,27,0.0,34.11,15.01,24.56,326.84,334.38,3.06,0.29,3.07,16.41,,3.09,0.3,0.0,0.2,2.65,70.7,182.16,552.94
1980,2,28,0.0,34.9,17.21,26.06,341.44,330.05,4.2,-0.01,4.2,23.36,,3.16,0.24,0.06,0.2,2.66,70.66,182.13,552.93
1980,2,29,0.0,33.89,17.48,25.68,346.7,316.13,3.87,0.42,3.89,42.34,,2.9,0.2,0.0,0.21,2.66,70.61,182.08,552.92
1980,3,1,0.0,31.53,15.86,23.7,320.41,336.74,0.94,-1.95,2.16,23.72,,3.01,0.2,0.0,0.2,2.65,70.57,182.03,552.91
1980,3,2,0.0,32.02,14.3,23.16,323.96,339.76,1.74,-0.44,1.79,34.9,,3.0,0.19,0.0,0.2,2.65,70.53,181.99,552.91
1980,3,3,0.0,33.52,16.07,24.8,345.7,334.05,4.19,-0.99,4.31,29.67,,3.21,0.19,0.0,0.19,2.65,70.5,181.95,552.89
1980,3,4,0.0,34.37,17.31,25.84,346.93,336.24,3.51,-2.02,4.05,30.57,,3.25,0.19,0.0,0.19,2.65,70.46,181.93,552.88
1980,3,5,0.0,33.74,17.39,25.56,348.17,340.12,3.98,1.45,4.24,32.66,,3.32,0.18,0.0,0.19,2.65,70.43,181.88,552.87
1980,3,6,0.0,34.0,18.7,26.35,320.16,345.17,4.04,-0.64,4.09,22.65,,3.11,0.16,0.0,0.22,2.65,70.38,181.84,552.86
1980,3,7,0.0,31.16,12.85,22.0,301.46,355.43,2.19,0.08,2.19,25.91,,3.09,0.15,0.0,0.21,2.65,70.34,181.79,552.85
1980,3,8,0.0,30.55,14.87,22.71,296.97,354.76,4.74,-1.25,4.9,22.54,,3.01,0.14,0.0,0.22,2.66,70.29,181.72,552.83
1980,3,9,0.0,27.58,10.86,19.22,295.44,359.39,0.02,-1.67,1.67,20.54,,2.98,0.13,0.0,0.21,2.65,70.25,181.68,552.83
1980,3,10,0.0,28.66,11.33,20.0,300.43,360.11,0.35,-1.31,1.36,21.39,,3.09,0.24,0.0,0.21,2.65,70.22,181.65,552.81
1980,3,11,0.0,30.13,12.85,21.49,310.07,360.21,-0.12,-1.89,1.89,12.97,,3.15,0.17,0.0,0.2,2.65,70.18,181.61,552.8
1980,3,12,0.0,31.82,14.54,23.18,304.4,363.85,-1.81,-2.88,3.4,12.24,,3.29,0.14,0.0,0.21,2.65,70.15,181.57,552.78
1980,3,13,0.0,32.52,15.34,23.93,312.29,364.92,-2.64,-2.11,3.38,11.61,,3.33,0.14,0.0,0.2,2.64,70.12,181.55,552.77
1980,3,14,0.0,33.74,16.36,25.05,335.47,356.34,-1.8,-0.46,1.86,16.28,,3.37,0.13,0.0,0.19,2.64,70.09,181.51,552.77
1980,3,15,0.0,35.28,16.42,25.85,352.16,349.85,1.17,0.62,1.32,34.17,,3.48,0.13,0.01,0.18,2.64,70.07,181.47,552.75
1980,3,16,0.0,36.06,18.17,27.12,356.52,343.56,4.1,0.19,4.1,24.0,,3.33,0.12,0.03,0.18,2.65,70.04,181.45,552.75
1980,3,17,0.0,36.04,18.82,27.43,355.69,358.34,3.63,1.53,3.94,26.82,,3.46,0.12,0.0,0.18,2.65,70.01,181.42,552.74
1980,3,18,0.0,35.75,18.13,26.94,347.16,344.94,3.78,0.69,3.84,28.55,,3.44,0.11,0.12,0.19,2.66,69.98,181.38,552.73
1980,3,19,0.0,34.97,17.44,26.2,340.25,366.16,1.55,-0.53,1.64,35.16,,3.46,0.11,0.0,0.18,2.64,69.95,181.35,552.72
1980,3,20,0.0,35.55,18.25,26.9,348.56,365.1,2.36,-0.54,2.42,34.35,,3.52,0.1,0.0,0.17,2.64,69.93,181.32,552.72
1980,3,21,0.0,36.79,19.89,28.34,351.41,366.53,2.19,-1.36,2.58,18.65,,3.56,0.1,0.0,0.17,2.64,69.91,181.3,552.72
1980,3,22,0.0,37.45,20.3,28.88,354.88,363.97,4.04,-1.42,4.28,15.51,,3.42,0.09,0.0,0.18,2.64,69.9,181.28,552.72
1980,3,23,0.0,37.51,20.81,29.16,351.2,367.72,3.56,-1.34,3.8,28.1,,3.66,0.09,0.0,0.18,2.64,69.87,181.25,552.7
1980,3,24,0.0,36.21,20.11,28.16,352.35,327.56,3.34,-0.77,3.43,26.58,,3.66,0.09,0.0,0.17,2.65,69.84,181.22,552.7
1980,3,25,0.0,36.12,20.25,28.18,349.4,366.43,3.29,-0.51,3.33,24.88,,3.48,0.08,0.0,0.18,2.64,69.82,181.19,552.68
1980,3,26,0.0,36.36,20.94,28.65,349.29,365.23,0.38,-3.43,3.45,17.52,,3.63,0.31,0.0,0.18,2.64,69.79,181.15,552.65
1980,3,27,0.0,36.36,20.84,28.6,359.26,363.99,-2.11,-0.62,2.2,21.0,,3.48,0.17,0.0,0.18,2.64,69.77,181.13,552.64
1980,3,28,0.0,36.05,21.87,28.96,369.54,315.17,3.07,2.53,3.98,20.63,,3.17,0.1,0.05,0.18,2.69,69.74,181.09,552.64
1980,3,29,0.0,37.68,20.87,29.28,345.48,362.22,3.17,0.64,3.23,32.6,,3.7,0.09,0.0,0.18,2.66,69.72,181.06,552.64
1980,3,30,0.0,35.63,20.05,27.84,350.28,375.37,2.68,-1.32,2.99,26.35,,3.69,0.08,0.0,0.18,2.65,69.69,181.03,552.64
1980,3,31,0.0,35.49,18.55,27.02,336.63,381.82,0.41,-0.85,0.94,25.55,,3.66,0.08,0.0,0.18,2.64,69.67,181.01,552.64
1980,4,1,0.0,35.07,18.02,26.54,338.45,384.34,0.02,-2.42,2.42,20.82,,3.71,0.22,0.0,0.18,2.64,69.66,180.98,552.64
1980,4,2,0.0,36.74,19.34,28.04,340.76,386.24,0.56,-0.93,1.09,22.76,,3.78,0.13,0.0,0.17,2.64,69.64,180.96,552.62
1980,4,3,0.0,37.73,19.76,28.74,350.9,388.38,2.84,-0.3,2.86,19.43,,3.83,0.09,0.0,0.17,2.64,69.62,180.94,552.6
1980,4,4,0.0,38.32,21.1,29.71,373.52,367.48,0.91,-0.89,1.27,17.34,,3.65,0.07,0.03,0.17,2.64,69.6,180.91,552.6
1980,4,5,0.0,39.11,22.03,30.57,369.75,372.91,-1.0,-0.71,1.23,15.31,,3.76,0.07,0.08,0.18,2.64,69.59,180.91,552.6
1980,4,6,0.0,39.23,22.56,30.89,380.24,366.27,-1.58,0.05,1.58,19.08,,3.84,0.07,0.11,0.18,2.65,69.57,180.89,552.58
1980,4,7,0.0,39.69,21.87,30.78,387.9,365.83,-0.38,2.12,2.15,24.88,,3.79,0.06,0.18,0.17,2.71,69.56,180.87,552.57
1980,4,8,0.0,40.3,23.93,32.11,394.28,357.26,2.8,-1.5,3.18,18.71,,3.91,0.06,0.05,0.17,2.65,69.54,180.86,552.57
1980,4,9,0.0,40.85,24.45,32.65,379.25,369.57,4.5,-1.72,4.82,13.09,,3.92,0.06,0.02,0.18,2.64,69.53,180.83,552.56
1980,4,10,0.0,40.83,24.1,32.47,372.63,379.46,4.97,0.12,4.97,16.65,,3.88,0.06,0.17,0.17,2.66,69.51,180.81,552.55
1980,4,11,0.0,40.03,23.45,31.74,353.16,396.15,5.56,2.03,5.92,16.59,,3.95,0.05,0.0,0.17,2.64,69.5,180.79,552.55
1980,4,12,0.0,38.86,24.17,31.52,358.33,389.86,2.86,-0.5,2.9,31.79,,3.96,0.05,0.0,0.16,2.64,69.48,180.76,552.55
1980,4,13,0.0,39.32,23.45,31.38,364.17,394.65,2.58,-0.74,2.68,25.59,,3.91,0.05,0.01,0.16,2.64,69.46,180.75,552.54
1980,4,14,0.0,38.98,22.29,30.64,372.92,377.08,1.18,0.96,1.52,28.74,,3.91,0.05,0.16,0.17,2.65,69.45,180.72,552.54
1980,4,15,0.0,40.33,23.48,31.9,360.24,396.1,4.1,0.49,4.13,13.08,,3.85,0.04,0.02,0.18,2.63,69.43,180.69,552.53
1980,4,16,0.0,40.63,25.01,32.82,354.68,397.9,3.99,0.96,4.1,14.43,,3.87,0.04,0.0,0.17,2.63,69.42,180.68,552.53
1980,4,17,0.0,40.61,24.61,32.61,362.54,386.68,2.92,0.85,3.04,13.85,,4.03,0.19,0.0,0.16,2.63,69.41,180.66,552.52
1980,4,18,0.0,41.02,24.8,32.91,375.08,386.97,3.17,-1.42,3.47,11.65,,4.06,0.1,0.04,0.18,2.63,69.39,180.65,552.51
1980,4,19,0.0,41.84,25.16,33.5,384.43,385.81,0.07,-2.0,2.0,13.63,,4.06,0.06,0.09,0.17,2.63,69.38,180.64,552.5
1980,4,20,0.0,42.26,25.46,33.86,383.05,389.12,1.18,-1.4,1.83,11.82,,4.07,0.05,0.08,0.18,2.63,69.37,180.62,552.5
1980,4,21,0.0,42.46,26.44,34.45,389.55,392.33,3.92,-1.2,4.1,13.92,,3.78,0.06,0.0,0.18,2.63,69.36,180.6,552.48
1980,4,22,0.0,40.76,27.12,33.94,394.82,361.35,3.71,0.13,3.71,25.01,,4.14,0.05,0.03,0.17,2.72,69.34,180.58,552.48
1980,4,23,0.0,40.92,25.56,33.24,381.12,393.27,4.51,-0.33,4.52,23.61,,4.16,0.19,0.01,0.17,2.67,69.32,180.56,552.48
1980,4,24,0.0,40.48,24.76,32.62,367.41,401.32,4.37,-0.61,4.41,17.31,,4.13,0.1,0.0,0.16,2.64,69.31,180.54,552.48
1980,4,25,0.0,40.68,24.05,32.36,363.38,406.72,3.91,0.03,3.91,26.96,,4.12,0.06,0.0,0.16,2.64,69.3,180.53,552.48
1980,4,26,0.0,40.76,24.45,32.6,370.81,395.22,4.21,-0.06,4.21,26.62,,4.11,0.04,0.0,0.16,2.64,69.28,180.5,552.48
1980,4,27,0.0,40.25,24.8,32.52,363.49,401.96,3.62,0.71,3.69,23.83,,4.12,0.04,0.0,0.16,2.64,69.27,180.48,552.47
1980,4,28,0.0,40.14,24.04,32.09,361.27,408.0,3.98,0.44,4.0,17.61,,4.17,0.04,0.0,0.16,2.63,69.25,180.47,552.46
1980,4,29,0.0,40.48,24.83,32.66,369.92,401.52,4.08,0.19,4.08,13.46,,4.22,0.04,0.0,0.17,2.63,69.24,180.45,552.46
1980,4,30,0.0,41.81,25.73,33.77,379.65,388.21,3.55,-0.77,3.63,15.11,,4.0,0.03,0.32,0.18,2.68,69.23,180.42,552.46
1980,5,1,0.0,41.84,25.96,33.9,385.13,402.11,2.68,-0.55,2.74,21.0,,4.04,0.03,0.05,0.17,2.71,69.22,180.41,552.46
1980,5,2,0.61,42.71,27.13,34.92,389.56,395.07,1.73,-1.27,2.15,18.76,,3.96,0.03,0.24,0.19,2.72,69.21,180.4,552.46
1980,5,3,0.0,42.91,27.03,34.97,390.04,394.65,3.69,-1.76,4.09,16.19,,4.09,0.15,0.02,0.18,2.64,69.2,180.38,552.45
1980,5,4,0.0,42.96,26.88,34.92,400.47,389.13,5.03,0.52,5.06,21.03,,4.05,0.08,0.02,0.17,2.64,69.19,180.36,552.42
1980,5,5,0.0,42.16,26.96,34.56,379.17,375.78,5.71,0.51,5.73,13.68,,4.21,0.05,0.0,0.17,2.64,69.17,180.35,552.42
1980,5,6,0.0,41.68,26.89,34.28,368.36,410.86,5.59,0.78,5.64,21.92,,4.34,0.04,0.0,0.16,2.64,69.16,180.33,552.41
1980,5,7,0.0,41.15,25.93,33.54,367.63,411.46,3.64,-0.29,3.65,24.13,,4.39,0.03,0.0,0.16,2.64,69.14,180.31,552.41
1980,5,8,0.0,41.36,26.2,33.78,370.28,413.8,5.47,1.15,5.59,18.61,,4.39,0.03,0.0,0.16,2.64,69.13,180.29,552.41
1980,5,9,0.0,40.78,26.01,33.4,369.62,416.9,5.58,0.22,5.58,21.99,,4.4,0.09,0.0,0.16,2.64,69.11,180.26,552.4
1980,5,10,0.0,40.91,25.56,33.24,377.28,412.35,5.48,0.68,5.52,24.87,,4.36,0.05,0.0,0.16,2.64,69.1,180.24,552.39
1980,5,11,0.0,39.73,25.78,32.75,371.51,413.97,4.61,0.9,4.7,15.91,,4.15,0.03,0.0,0.16,2.63,69.09,180.23,552.39
1980,5,12,0.0,41.4,26.55,33.98,385.93,408.2,4.5,1.83,4.86,23.22,,4.12,0.03,0.61,0.16,2.67,69.07,180.22,552.38
1980,5,13,0.0,41.5,25.82,33.66,384.92,405.16,4.87,2.09,5.3,23.46,,4.05,0.03,0.5,0.16,2.75,69.06,180.19,552.38
1980,5,14,0.88,41.49,26.23,33.86,387.75,407.54,3.69,1.9,4.15,26.24,,4.17,0.55,0.43,0.17,2.75,69.04,180.17,552.38
1980,5,15,0.0,41.46,26.37,33.92,388.37,392.29,3.7,1.47,3.98,18.93,,4.39,1.48,0.0,0.17,2.7,69.03,180.15,552.37
1980,5,16,0.0,41.41,27.02,34.21,386.75,402.68,5.19,0.99,5.28,21.27,,4.34,0.91,0.08,0.16,2.66,69.01,180.13,552.36
1980,5,17,0.0,41.45,26.68,34.06,389.36,409.71,6.17,1.8,6.43,32.93,,4.43,0.57,0.0,0.15,2.64,69.0,180.11,552.35
1980,5,18,0.0,40.91,26.96,33.94,395.89,408.5,5.4,1.21,5.53,34.87,,4.34,0.35,0.0,0.15,2.64,68.99,180.09,552.35
1980,5,19,0.0,40.81,26.31,33.56,398.66,396.1,3.98,0.11,3.98,25.83,,4.17,0.22,0.14,0.16,2.64,68.97,180.06,552.34
1980,5,20,0.0,40.34,26.5,33.42,389.7,408.58,3.61,0.12,3.61,28.23,,4.2,0.16,0.0,0.15,2.64,68.96,180.06,552.33
1980,5,21,0.0,39.71,25.41,32.56,388.39,401.61,3.69,-0.71,3.76,23.15,,4.41,0.13,0.0,0.16,2.64,68.95,180.03,552.33
1980,5,22,0.0,40.23,25.9,33.06,392.84,399.67,4.09,0.06,4.09,26.79,,4.09,0.1,0.0,0.16,2.64,68.93,180.01,552.33
1980,5,23,0.0,40.64,26.6,33.62,383.84,408.96,4.22,0.6,4.26,21.36,,4.36,0.1,0.03,0.16,2.64,68.92,179.99,552.33
1980,5,24,0.0,40.57,26.4,33.48,393.49,397.6,5.7,0.4,5.71,26.53,,4.49,0.09,0.0,0.15,2.64,68.9,179.96,552.33
1980,5,25,0.0,40.7,26.24,33.47,382.66,417.67,4.95,0.59,4.99,19.56,,4.49,0.1,0.0,0.16,2.64,68.89,179.95,552.33
1980,5,26,0.0,41.05,26.61,33.83,388.28,411.65,5.48,-0.23,5.48,17.58,,4.47,0.08,0.0,0.16,2.63,68.88,179.94,552.32
1980,5,27,0.0,41.38,26.72,34.05,387.28,414.59,5.27,0.45,5.29,19.89,,4.5,0.06,0.0,0.16,2.63,68.87,179.91,552.31
1980,5,28,0.0,41.29,26.7,33.99,387.47,415.42,6.37,1.37,6.52,31.92,,4.49,0.05,0.0,0.15,2.64,68.85,179.89,552.3
1980,5,29,0.0,40.33,26.36,33.34,396.82,415.82,5.49,2.65,6.1,35.58,,4.5,0.05,0.0,0.15,2.64,68.84,179.87,552.3
1980,5,30,0.0,39.68,27.06,33.37,409.39,409.44,5.31,1.68,5.57,35.56,,4.49,0.05,0.0,0.15,2.64,68.82,179.85,552.28
1980,5,31,0.0,39.87,27.4,33.64,415.68,403.17,4.74,0.77,4.8,28.62,,4.38,0.88,0.01,0.15,2.64,68.81,179.84,552.27
1980,6,1,3.26,40.69,27.11,33.9,425.89,399.83,2.94,1.35,3.24,41.34,,4.15,1.5,0.23,0.16,3.07,68.8,179.81,552.25
1980,6,2,2.89,40.58,26.55,33.56,430.93,398.3,2.46,0.44,2.5,41.0,,4.42,2.29,0.44,0.2,3.38,68.78,179.79,552.24
1980,6,3,10.06,40.5,22.82,31.66,431.97,388.68,3.36,-0.55,3.4,53.27,,2.66,1.01,1.01,0.19,3.77,68.77,179.76,552.24
1980,6,4,0.95,37.16,24.39,30.78,428.27,402.3,3.71,-0.01,3.71,43.73,,3.18,1.28,0.54,0.27,4.07,68.75,179.75,552.23
1980,6,5,2.7,38.23,24.31,31.27,433.32,384.37,3.07,1.29,3.33,55.07,,3.59,2.81,1.24,0.31,4.93,68.74,179.72,552.23
1980,6,6,11.9,36.39,23.17,29.78,436.57,184.37,1.04,1.77,2.05,80.8,,1.89,1.63,1.81,0.23,6.89,68.72,179.69,552.22
1980,6,7,4.71,33.99,23.49,28.74,433.87,113.11,2.4,0.12,2.4,88.65,,2.46,2.11,1.62,0.19,14.71,68.71,179.67,552.22
1980,6,8,4.84,32.76,23.68,28.22,432.63,177.73,4.21,1.22,4.38,77.35,,3.75,3.19,1.4,0.86,21.9,68.73,179.65,552.21
1980,6,9,6.3,34.98,24.7,29.84,433.94,321.35,4.99,1.47,5.2,58.53,,3.76,3.13,0.07,2.4,19.81,68.75,179.63,552.21
1980,6,10,6.85,36.11,24.35,30.23,427.74,311.96,4.31,1.41,4.53,58.32,,4.06,3.13,0.08,2.03,17.6,68.74,179.6,552.2
1980,6,11,0.11,36.83,26.52,31.67,423.84,378.64,5.37,1.38,5.54,55.28,,4.31,3.42,0.02,2.32,15.25,68.72,179.56,552.19
1980,6,12,6.28,37.77,24.72,31.24,435.5,344.25,5.6,0.73,5.65,56.67,,3.95,3.05,0.63,1.6,13.63,68.7,179.53,552.17
1980,6,13,7.24,36.15,23.88,30.02,436.36,376.71,4.58,0.03,4.58,61.77,,4.12,3.51,1.66,1.42,13.2,68.69,179.51,552.15
1980,6,14,27.54,36.8,23.09,29.94,434.97,350.83,5.47,0.64,5.51,63.97,,3.76,3.19,1.39,1.28,13.27,68.67,179.48,552.15
1980,6,15,36.08,35.54,22.94,29.24,424.64,395.69,5.2,0.59,5.23,61.51,,3.18,2.72,0.92,1.46,12.24,68.65,179.45,552.13
1980,6,16,6.38,34.8,24.36,29.58,430.57,387.55,5.21,0.75,5.26,46.34,,3.64,3.09,0.37,1.32,10.74,68.64,179.43,552.13
